[4/15/23 07:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Veraces	
[4/15/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veraces	
[4/15/23 07:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Veraces	
[4/15/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veraces	
[4/15/23 07:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Veraces	
[4/15/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veraces	
[4/15/23 07:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Veraces	
[4/15/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veraces	
[4/15/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veraces	
[4/15/23 07:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Veraces	
[4/15/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veraces	
[4/15/23 07:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Veraces	
[4/15/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veraces	
[4/15/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veraces	
[4/15/23 07:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Veraces	
[4/15/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veraces	
[4/15/23 07:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Veraces	
[4/15/23 07:50PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Veraces	
[4/15/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veraces	
[4/15/23 07:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Veraces	
[4/15/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veraces	
[4/15/23 07:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Veraces	
[4/15/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veraces	
[4/15/23 07:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Veraces	
[4/15/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veraces	
[4/15/23 07:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Veraces	
[4/15/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veraces	
[4/15/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veraces	
[4/15/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veraces	
[4/15/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veraces	
[4/15/23 07:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Veraces	
[4/15/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veraces	
[4/15/23 07:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Veraces	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veraces	
[4/15/23 07:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Veraces	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veraces	
[4/15/23 07:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Veraces	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Veraces	
[4/15/23 07:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Veraces	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Veraces	
