[4/18/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 01:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: 1	
[4/18/23 01:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: 1	
[4/18/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: 1	
[4/18/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: 1	
[4/18/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: 1	
[4/18/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: 1	
[4/18/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: 1	
[4/18/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: 1	
[4/18/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:12AM] Player picked up item: Coin, id: 995, amount: 2071892, owner: 1	
[4/18/23 02:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 1	
[4/18/23 02:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:14AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: 1	
[4/18/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: 1	
[4/18/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:20AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
[4/18/23 02:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: 1	
[4/18/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 1	
[4/18/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 1	
