[4/19/23 02:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gothic	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gothic	
[4/19/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gothic	
[4/19/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gothic	
[4/19/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gothic	
[4/19/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gothic	
[4/19/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Gothic	
[4/19/23 02:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Gothic	
[4/19/23 02:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Gothic	
[4/19/23 02:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Gothic	
[4/19/23 02:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Gothic	
[4/19/23 02:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Gothic	
[4/19/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Gothic	
[4/19/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
[4/19/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gothic	
[4/19/23 02:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Gothic	
[4/19/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gothic	
