[4/22/23 12:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheesedog	
[4/22/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheesedog	
[4/22/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheesedog	
[4/22/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheesedog	
[4/22/23 12:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheesedog	
[4/22/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheesedog	
[4/22/23 12:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheesedog	
[4/22/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheesedog	
[4/22/23 12:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheesedog	
[4/22/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheesedog	
[4/22/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheesedog	
[4/22/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cheesedog	
[4/22/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheesedog	
[4/22/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheesedog	
[4/22/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Cheesedog	
[4/22/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Cheesedog	
[4/22/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cheesedog	
[4/22/23 12:44AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Cheesedog	
[4/22/23 12:44AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Cheesedog	
[4/22/23 12:44AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Cheesedog	
[4/22/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Cheesedog	
[4/22/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Cheesedog	
[4/22/23 12:46AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cheesedog	
[4/22/23 12:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheesedog	
[4/22/23 12:47AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Cheesedog	
[4/22/23 12:47AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Cheesedog	
[4/22/23 12:47AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Cheesedog	
[4/22/23 12:48AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Cheesedog	
[4/22/23 12:48AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Cheesedog	
[4/22/23 12:48AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Cheesedog	
[4/22/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheesedog	
[4/22/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheesedog	
[4/22/23 12:59AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cheesedog	
[4/22/23 12:59AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cheesedog	
[4/22/23 01:00AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cheesedog	
[4/22/23 01:00AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cheesedog	
[4/22/23 01:00AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Cheesedog	
[4/22/23 01:01AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cheesedog	
[4/22/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheesedog	
[4/22/23 01:01AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Cheesedog	
[4/22/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheesedog	
[4/22/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheesedog	
