[4/21/23 02:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roy	
[4/21/23 02:54PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Roy	
[4/21/23 02:56PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Roy	
[4/21/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Roy	
[4/21/23 03:04PM] Player picked up item: Coin, id: 995, amount: 1208551, owner: Roy	
[4/21/23 03:07PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Roy	
[4/21/23 03:07PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Roy	
[4/22/23 01:51AM] Player picked up item: Coin, id: 995, amount: 900, owner: Roy	
[4/22/23 02:05AM] Player picked up item: Coin, id: 995, amount: 1957071, owner: Roy	
[4/22/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Roy	
[4/22/23 02:13AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Roy	
[4/22/23 02:16AM] Player picked up item: Clean Fennel, id: 916, amount: 1, owner: Roy	
[4/22/23 02:17AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Roy	
[4/22/23 02:24AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Roy	
[4/22/23 02:28AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Roy	
[4/22/23 02:28AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Roy	
[4/22/23 02:28AM] Player picked up item: Coin, id: 995, amount: 69000, owner: Roy	
[4/22/23 02:28AM] Player picked up item: Coin, id: 995, amount: 69000, owner: Roy	
[4/22/23 02:28AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Roy	
[4/22/23 02:28AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Roy	
[4/22/23 02:34AM] Player picked up item: Coin, id: 995, amount: 2054514, owner: Roy	
[4/22/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Roy	
[4/22/23 02:36AM] Player picked up item: Coin, id: 995, amount: 4170014, owner: Roy	
[4/22/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Roy	
[4/22/23 02:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Roy	
