[4/17/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/17/23 07:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Omni	
[4/17/23 07:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Omni	
[4/17/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Omni	
[4/17/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:46PM] Player picked up item: Coin, id: 995, amount: 100, owner: Omni	
[4/17/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/17/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Omni	
[4/17/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:48PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Omni	
[4/17/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/17/23 07:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/17/23 07:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/17/23 07:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/17/23 07:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Omni	
[4/17/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/17/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/17/23 07:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/17/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/17/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:56PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/17/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/17/23 07:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/17/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/17/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/17/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/17/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/17/23 07:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/17/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/17/23 07:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/17/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/18/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/18/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/18/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:27PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/18/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:27PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/18/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:28PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/18/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:28PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/18/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:29PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/18/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Omni	
[4/18/23 06:29PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/18/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:29PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Omni	
[4/18/23 06:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/18/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
[4/18/23 06:30PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Omni	
[4/18/23 06:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Omni	
[4/18/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Omni	
