[4/20/23 12:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Magnet	
[4/20/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Magnet	
[4/20/23 12:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: Magnet	
[4/20/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Magnet	
[4/20/23 12:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Magnet	
[4/20/23 12:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Magnet	
[4/20/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Magnet	
[4/20/23 12:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Magnet	
[4/20/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Magnet	
[4/20/23 12:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Magnet	
[4/20/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Magnet	
[4/20/23 12:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Magnet	
[4/20/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Magnet	
[4/20/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Magnet	
[4/20/23 12:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Magnet	
[4/20/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Magnet	
[4/20/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Magnet	
[4/20/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Magnet	
[4/20/23 12:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Magnet	
[4/20/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Magnet	
[4/20/23 12:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Magnet	
[4/20/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Magnet	
[4/20/23 12:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Magnet	
[4/20/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Magnet	
[4/20/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Magnet	
[4/20/23 12:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Magnet	
[4/20/23 12:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Magnet	
[4/20/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Magnet	
[4/20/23 12:46PM] Player picked up item: Coin, id: 995, amount: 100, owner: Magnet	
