[4/15/23 09:55PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Drops	
[4/15/23 09:55PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Drops	
[4/15/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Drops	
[4/15/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Drops	
[4/15/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Drops	
[4/15/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Drops	
[4/15/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Drops	
[4/15/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Drops	
[4/15/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
[4/15/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drops	
