[4/16/23 05:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Winter	
[4/16/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 05:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Winter	
[4/16/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 05:54PM] Player picked up item: Coin, id: 995, amount: 2328213, owner: Winter	
[4/16/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Winter	
[4/16/23 05:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Winter	
[4/16/23 05:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Winter	
[4/16/23 06:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Winter	
[4/16/23 06:00PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Winter	
[4/16/23 06:00PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Winter	
[4/16/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 06:02PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Winter	
[4/16/23 06:03PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Winter	
[4/16/23 06:06PM] Player picked up item: Starter Defender, id: 19914, amount: 1, owner: Winter	
[4/16/23 06:07PM] Player picked up item: Coin, id: 995, amount: 500, owner: Winter	
[4/16/23 06:08PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Winter	
[4/16/23 06:11PM] Player picked up item: Coin, id: 995, amount: 600, owner: Winter	
[4/16/23 06:13PM] Player picked up item: Coin, id: 995, amount: 600, owner: Winter	
[4/16/23 06:20PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Winter	
[4/16/23 06:23PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Winter	
[4/16/23 06:25PM] Player picked up item: Coin, id: 995, amount: 1669881, owner: Winter	
[4/16/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Winter	
[4/16/23 06:27PM] Player picked up item: Coin, id: 995, amount: 3932675, owner: Winter	
[4/16/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Winter	
[4/16/23 06:29PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Winter	
[4/16/23 06:30PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Winter	
[4/16/23 06:31PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Winter	
[4/16/23 06:32PM] Player picked up item: Coin, id: 995, amount: 800, owner: Winter	
[4/16/23 06:33PM] Player picked up item: Coin, id: 995, amount: 800, owner: Winter	
[4/16/23 06:42PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Winter	
[4/16/23 06:43PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Winter	
[4/16/23 06:45PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Winter	
[4/16/23 06:47PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Winter	
[4/16/23 06:48PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Winter	
[4/16/23 06:49PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Winter	
[4/16/23 06:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Winter	
[4/16/23 06:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Winter	
[4/16/23 06:55PM] Player picked up item: Coin, id: 995, amount: 2068806, owner: Winter	
[4/16/23 06:55PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Winter	
[4/16/23 06:57PM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Winter	
[4/16/23 06:57PM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Winter	
[4/16/23 06:58PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/16/23 06:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Winter	
[4/16/23 06:59PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Winter	
[4/16/23 07:00PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Winter	
[4/16/23 07:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Winter	
[4/16/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winter	
[4/16/23 07:02PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Winter	
[4/16/23 07:02PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Winter	
[4/16/23 07:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Winter	
[4/16/23 07:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 07:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 07:03PM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Winter	
[4/16/23 07:03PM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Winter	
[4/16/23 07:05PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Winter	
[4/16/23 07:07PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Winter	
[4/16/23 07:09PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Winter	
[4/16/23 07:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Winter	
[4/16/23 07:12PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/16/23 07:13PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/16/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Winter	
[4/16/23 07:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Winter	
[4/16/23 07:17PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/16/23 07:18PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Winter	
[4/16/23 07:19PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Winter	
[4/16/23 07:21PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/16/23 07:23PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Winter	
[4/16/23 07:24PM] Player picked up item: Coin, id: 995, amount: 2286357, owner: Winter	
[4/16/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Winter	
[4/16/23 07:25PM] Player picked up item: Coin, id: 995, amount: 2973059, owner: Winter	
[4/16/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Winter	
[4/16/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Winter	
[4/16/23 07:26PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Winter	
[4/16/23 07:32PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Winter	
[4/16/23 07:32PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Winter	
[4/16/23 07:35PM] Player picked up item: Coin, id: 995, amount: 4800, owner: Winter	
[4/16/23 07:41PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Winter	
[4/16/23 07:43PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Winter	
[4/16/23 07:53PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Winter	
[4/16/23 07:53PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Winter	
[4/16/23 07:53PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Winter	
[4/16/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/16/23 07:53PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Winter	
[4/16/23 07:55PM] Player picked up item: Coin, id: 995, amount: 55000, owner: Winter	
[4/16/23 07:55PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Winter	
[4/16/23 07:55PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Winter	
[4/16/23 07:55PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Winter	
[4/16/23 07:56PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Winter	
[4/16/23 07:56PM] Player picked up item: Coin, id: 995, amount: 44000, owner: Winter	
[4/16/23 07:58PM] Player picked up item: Coin, id: 995, amount: 66000, owner: Winter	
[4/16/23 08:00PM] Player picked up item: Coin, id: 995, amount: 26000, owner: Winter	
[4/16/23 08:04PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Winter	
[4/16/23 08:05PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Winter	
[4/16/23 08:06PM] Player picked up item: Coin, id: 995, amount: 800, owner: Winter	
