[4/15/23 01:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dedmojo	
[4/15/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dedmojo	
[4/15/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dedmojo	
[4/15/23 01:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dedmojo	
[4/15/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dedmojo	
[4/15/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dedmojo	
[4/15/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dedmojo	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dedmojo	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dedmojo	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dedmojo	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dedmojo	
[4/15/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 01:59PM] Player picked up item: Coin, id: 995, amount: 2163635, owner: Dedmojo	
[4/15/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dedmojo	
[4/15/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 02:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 02:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 02:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
[4/15/23 02:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dedmojo	
[4/15/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dedmojo	
