[4/18/23 08:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raynes 911	
[4/18/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 08:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raynes 911	
[4/18/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 08:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raynes 911	
[4/18/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 08:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raynes 911	
[4/18/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raynes 911	
[4/18/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raynes 911	
[4/18/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raynes 911	
[4/18/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raynes 911	
[4/18/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 08:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raynes 911	
[4/18/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 08:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raynes 911	
[4/18/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 08:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Raynes 911	
[4/18/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 08:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Raynes 911	
[4/18/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 08:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Raynes 911	
[4/18/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 08:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Raynes 911	
[4/18/23 08:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Raynes 911	
[4/18/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Raynes 911	
[4/18/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Raynes 911	
[4/18/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Raynes 911	
[4/18/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Raynes 911	
[4/18/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Raynes 911	
[4/18/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Raynes 911	
[4/18/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Raynes 911	
[4/18/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Raynes 911	
[4/18/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Raynes 911	
[4/18/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:05AM] Player picked up item: Coin, id: 995, amount: 300, owner: Raynes 911	
[4/18/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:05AM] Player picked up item: Coin, id: 995, amount: 900, owner: Raynes 911	
[4/18/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raynes 911	
[4/18/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Raynes 911	
[4/18/23 09:05AM] Player picked up item: Coin, id: 995, amount: 300, owner: Raynes 911	
[4/18/23 09:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raynes 911	
[4/18/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raynes 911	
[4/18/23 09:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raynes 911	
[4/18/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raynes 911	
[4/18/23 09:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raynes 911	
[4/18/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raynes 911	
[4/18/23 09:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raynes 911	
