[4/15/23 03:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:09PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Hankscute	
[4/15/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hankscute	
[4/15/23 03:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hankscute	
[4/15/23 03:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hankscute	
[4/15/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hankscute	
[4/15/23 03:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hankscute	
[4/15/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Hankscute	
[4/15/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Hankscute	
[4/15/23 03:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hankscute	
[4/15/23 03:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hankscute	
[4/15/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hankscute	
