[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Leo	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Leo	
[4/19/23 12:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Leo	
[4/19/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Leo	
[4/19/23 12:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Leo	
[4/19/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Leo	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Leo	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Leo	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Leo	
[4/19/23 12:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Leo	
[4/19/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Leo	
[4/19/23 12:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Leo	
[4/19/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Leo	
[4/19/23 12:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Leo	
[4/19/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Leo	
[4/19/23 04:47PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Leo	
[4/19/23 04:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Leo	
[4/19/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Leo	
[4/19/23 04:49PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Leo	
[4/19/23 04:50PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Leo	
[4/19/23 04:50PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Leo	
[4/19/23 05:55PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Leo	
[4/19/23 05:55PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Leo	
[4/19/23 05:56PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Leo	
[4/19/23 06:02PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Leo	
[4/19/23 06:06PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Leo	
[4/19/23 06:06PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Leo	
[4/19/23 06:10PM] Player picked up item: Coin, id: 995, amount: 600, owner: Leo	
[4/19/23 06:10PM] Player picked up item: Coin, id: 995, amount: 600, owner: Leo	
[4/19/23 06:10PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Leo	
[4/19/23 06:10PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Leo	
[4/19/23 06:11PM] Player picked up item: Coin, id: 995, amount: 800, owner: Leo	
[4/19/23 06:11PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Leo	
[4/19/23 06:11PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Leo	
[4/19/23 06:12PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Leo	
[4/19/23 06:12PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Leo	
[4/19/23 06:12PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Leo	
[4/19/23 06:12PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Leo	
[4/19/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Leo	
[4/19/23 06:16PM] Player picked up item: Vial, id: 229, amount: 1, owner: Leo	
[4/19/23 06:19PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Leo	
[4/19/23 06:19PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Leo	
[4/19/23 06:20PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Leo	
[4/19/23 06:29PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Leo	
[4/19/23 06:29PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Leo	
[4/19/23 06:30PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Leo	
[4/19/23 06:30PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Leo	
[4/19/23 06:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Leo	
[4/19/23 06:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Leo	
[4/19/23 06:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Leo	
[4/19/23 06:43PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Leo	
[4/19/23 06:43PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Leo	
[4/19/23 06:45PM] Player picked up item: Coin, id: 995, amount: 2091820, owner: Leo	
[4/19/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Leo	
[4/19/23 06:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Leo	
[4/19/23 06:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Leo	
