[4/22/23 05:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Puff	
[4/22/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Puff	
[4/22/23 05:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Puff	
[4/22/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Puff	
[4/22/23 05:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Puff	
[4/22/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Puff	
[4/22/23 05:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Puff	
[4/22/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Puff	
[4/22/23 05:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Puff	
[4/22/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Puff	
[4/22/23 05:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Puff	
[4/22/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Puff	
[4/22/23 05:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Puff	
[4/22/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Puff	
[4/22/23 05:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Puff	
[4/22/23 05:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Puff	
[4/22/23 05:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Puff	
[4/22/23 05:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Puff	
[4/22/23 05:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Puff	
[4/22/23 05:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Puff	
[4/22/23 06:05PM] Player picked up item: Coin, id: 995, amount: 1483893, owner: Puff	
[4/22/23 06:05PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Puff	
[4/22/23 06:14PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Puff	
[4/22/23 06:14PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Puff	
[4/22/23 06:17PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Puff	
[4/22/23 06:18PM] Player picked up item: Coin, id: 995, amount: 800, owner: Puff	
[4/22/23 06:25PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Puff	
[4/22/23 06:33PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Puff	
[4/22/23 06:36PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Puff	
[4/22/23 06:37PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Puff	
[4/22/23 06:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Puff	
[4/22/23 06:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Puff	
[4/22/23 06:44PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Puff	
[4/22/23 06:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Puff	
[4/22/23 06:46PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Puff	
[4/22/23 06:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Puff	
[4/22/23 06:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Puff	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
