[4/20/23 06:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ascend	
[4/20/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascend	
[4/20/23 06:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Berrka	
[4/20/23 06:03AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Berrka	
[4/20/23 06:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ascend	
[4/20/23 06:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ascend	
[4/20/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascend	
[4/20/23 06:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ascend	
[4/20/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascend	
[4/20/23 06:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ascend	
[4/20/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascend	
[4/20/23 06:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ascend	
[4/20/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascend	
[4/20/23 06:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ascend	
[4/20/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascend	
[4/20/23 06:07AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ascend	
[4/20/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ascend	
[4/20/23 06:08AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ascend	
[4/20/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ascend	
[4/20/23 06:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ascend	
[4/20/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ascend	
[4/20/23 06:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ascend	
[4/20/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascend	
[4/20/23 06:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ascend	
[4/20/23 06:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ascend	
[4/20/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ascend	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ascend	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Ascend	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ascend	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ascend	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ascend	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ascend	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ascend	
[4/20/23 06:15AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Ascend	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ascend	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ascend	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ascend	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ascend	
[4/20/23 06:16AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Ascend	
[4/20/23 06:16AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Ascend	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ascend	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Ascend	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ascend	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Ascend	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ascend	
[4/20/23 06:21AM] Player picked up item: Coin, id: 995, amount: 1221127, owner: Ascend	
[4/20/23 06:22AM] Player picked up item: Coin, id: 995, amount: 3596572, owner: Ascend	
[4/20/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ascend	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ascend	
[4/20/23 06:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ascend	
[4/20/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Zshana	
[4/20/23 06:30AM] Player picked up item: Coin, id: 995, amount: 3855034, owner: Ascend	
