[4/21/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gizeh	
[4/21/23 02:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gizeh	
[4/21/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gizeh	
[4/21/23 02:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gizeh	
[4/21/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gizeh	
[4/21/23 02:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gizeh	
[4/21/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gizeh	
[4/21/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gizeh	
[4/21/23 02:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gizeh	
[4/21/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gizeh	
[4/21/23 02:07AM] Player picked up item: Coin, id: 995, amount: 1169162, owner: Gizeh	
[4/21/23 02:07AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gizeh	
[4/21/23 02:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gizeh	
[4/21/23 02:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gizeh	
[4/21/23 02:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gizeh	
[4/21/23 02:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gizeh	
[4/21/23 02:08AM] Player picked up item: Coin, id: 995, amount: 600, owner: Gizeh	
[4/21/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Gizeh	
[4/21/23 02:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gizeh	
[4/21/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Gizeh	
[4/21/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gizeh	
[4/21/23 02:09AM] Player picked up item: Coin, id: 995, amount: 800, owner: Gizeh	
[4/21/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Gizeh	
[4/21/23 02:09AM] Player picked up item: Coin, id: 995, amount: 400, owner: Gizeh	
[4/21/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gizeh	
[4/21/23 02:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gizeh	
[4/21/23 02:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gizeh	
[4/21/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gizeh	
[4/21/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gizeh	
[4/21/23 02:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gizeh	
[4/21/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gizeh	
[4/21/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gizeh	
[4/21/23 02:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Gizeh	
[4/21/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gizeh	
[4/21/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gizeh	
[4/21/23 02:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Gizeh	
[4/21/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gizeh	
[4/21/23 02:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Gizeh	
[4/21/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gizeh	
[4/21/23 02:47AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Gizeh	
[4/21/23 02:47AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Gizeh	
[4/21/23 02:47AM] Player picked up item: Coin, id: 995, amount: 800, owner: Gizeh	
[4/21/23 02:47AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Gizeh	
[4/21/23 02:47AM] Player picked up item: Coin, id: 995, amount: 800, owner: Gizeh	
[4/21/23 03:03AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Gizeh	
[4/21/23 03:05AM] Player picked up item: Coin, id: 995, amount: 1808241, owner: Gizeh	
[4/21/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gizeh	
[4/21/23 03:07AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Gizeh	
[4/21/23 03:07AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Gizeh	
[4/21/23 03:12AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Gizeh	
[4/21/23 03:12AM] Player picked up item: Coin, id: 995, amount: 700, owner: Gizeh	
[4/21/23 03:12AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Gizeh	
[4/21/23 03:15AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Gizeh	
[4/21/23 03:15AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Gizeh	
[4/21/23 03:20AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Gizeh	
[4/21/23 08:23AM] Player picked up item: Coin, id: 995, amount: 800, owner: Gizeh	
[4/21/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gizeh	
[4/21/23 08:24AM] Player picked up item: Coin, id: 995, amount: 800, owner: Gizeh	
[4/21/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gizeh	
[4/21/23 08:25AM] Player picked up item: Coin, id: 995, amount: 800, owner: Gizeh	
[4/21/23 08:30AM] Player picked up item: Coin, id: 995, amount: 800, owner: Gizeh	
[4/21/23 08:33AM] Player picked up item: Coin, id: 995, amount: 1872973, owner: Gizeh	
[4/21/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gizeh	
[4/21/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Gizeh	
[4/21/23 08:34AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Gizeh	
[4/21/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 2010, owner: Zshana	
[4/21/23 08:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Gizeh	
[4/21/23 08:39AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Gizeh	
[4/21/23 08:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Gizeh	
[4/21/23 08:41AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Gizeh	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Gizeh	
[4/21/23 10:33AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Gizeh	
[4/22/23 11:10AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Rak	
