[4/17/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:52AM] Player picked up item: Coin, id: 995, amount: 100, owner: Yaekee11	
[4/17/23 01:53AM] Player picked up item: Coin, id: 995, amount: 100, owner: Yaekee11	
[4/17/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee	
[4/17/23 01:53AM] Player picked up item: Coin, id: 995, amount: 100, owner: Yaekee	
[4/17/23 01:53AM] Player picked up item: Coin, id: 995, amount: 100, owner: Yaekee11	
[4/17/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Yaekee11	
[4/17/23 01:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Yaekee11	
[4/17/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Yaekee11	
[4/17/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Yaekee11	
[4/17/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Yaekee11	
[4/17/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Yaekee11	
[4/17/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Yaekee11	
[4/17/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:57AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Yaekee11	
[4/17/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 01:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 01:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 01:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 01:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 02:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 02:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 02:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Yaekee11	
[4/17/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Yaekee11	
[4/17/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Yaekee11	
[4/17/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Yaekee11	
[4/17/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaekee11	
[4/17/23 02:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Yaekee11	
