[4/22/23 08:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dominium	
[4/22/23 08:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dominium	
[4/22/23 08:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dominium	
[4/22/23 08:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dominium	
[4/22/23 08:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dominium	
[4/22/23 08:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dominium	
[4/22/23 08:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dominium	
[4/22/23 08:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dominium	
[4/22/23 08:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dominium	
[4/22/23 08:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dominium	
[4/22/23 08:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dominium	
[4/22/23 08:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dominium	
[4/22/23 08:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dominium	
[4/22/23 08:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dominium	
[4/22/23 08:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dominium	
[4/22/23 08:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dominium	
[4/22/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dominium	
[4/22/23 08:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dominium	
[4/22/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dominium	
[4/22/23 08:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dominium	
[4/22/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dominium	
[4/22/23 08:53PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dominium	
[4/22/23 08:53PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dominium	
[4/22/23 08:53PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dominium	
[4/22/23 08:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dominium	
[4/22/23 08:53PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Dominium	
[4/22/23 08:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dominium	
[4/22/23 08:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dominium	
[4/22/23 08:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dominium	
[4/22/23 08:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dominium	
[4/22/23 08:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dominium	
[4/22/23 08:54PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dominium	
[4/22/23 08:54PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dominium	
[4/22/23 08:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dominium	
[4/22/23 08:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dominium	
[4/22/23 08:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dominium	
[4/22/23 08:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dominium	
[4/22/23 09:04PM] Player picked up item: Coin, id: 995, amount: 1703151, owner: Dominium	
[4/22/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dominium	
[4/22/23 09:06PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dominium	
[4/22/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dominium	
[4/22/23 09:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dominium	
[4/22/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dominium	
[4/22/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dominium	
[4/22/23 09:07PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Dominium	
[4/22/23 09:07PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Dominium	
[4/22/23 09:07PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dominium	
[4/22/23 09:08PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dominium	
[4/22/23 09:10PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Dominium	
[4/22/23 09:13PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Dominium	
[4/22/23 09:13PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dominium	
[4/22/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Dominium	
[4/22/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dominium	
[4/22/23 09:13PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dominium	
[4/22/23 09:13PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Dominium	
[4/22/23 09:13PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Dominium	
[4/22/23 09:16PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Dominium	
[4/22/23 09:17PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Dominium	
[4/22/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dominium	
[4/22/23 09:17PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dominium	
