[4/15/23 06:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Coke	
[4/15/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 06:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Coke	
[4/15/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 06:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Coke	
[4/15/23 06:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Coke	
[4/15/23 06:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Coke	
[4/15/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 06:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Coke	
[4/15/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Coke	
[4/15/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 06:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Coke	
[4/15/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 06:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Coke	
[4/15/23 06:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Coke	
[4/15/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 06:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Coke	
[4/15/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 06:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Coke	
[4/15/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Coke	
[4/15/23 06:45AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Coke	
[4/15/23 06:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Coke	
[4/15/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 07:12AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Coke	
[4/15/23 07:13AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Coke	
[4/15/23 07:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Coke	
[4/15/23 07:17AM] Player picked up item: Starter Staff, id: 22092, amount: 1, owner: Coke	
[4/15/23 07:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: Coke	
[4/15/23 07:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Coke	
[4/15/23 07:29AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Coke	
[4/15/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 07:35AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Coke	
[4/15/23 07:38AM] Player picked up item: Coin, id: 995, amount: 800, owner: Coke	
[4/15/23 07:40AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Coke	
[4/15/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Coke	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Coke	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Coke	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Coke	
[4/15/23 07:56AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Coke	
[4/15/23 07:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Coke	
[4/15/23 07:58AM] Player picked up item: Coin, id: 995, amount: 800, owner: Coke	
[4/15/23 07:58AM] Player picked up item: Coin, id: 995, amount: 800, owner: Coke	
[4/15/23 07:59AM] Player picked up item: Coin, id: 995, amount: 2201882, owner: Coke	
[4/15/23 07:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Coke	
[4/15/23 08:01AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Coke	
[4/15/23 08:01AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Coke	
[4/15/23 08:01AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Coke	
[4/15/23 08:01AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Coke	
[4/15/23 08:01AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Coke	
[4/15/23 08:01AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Coke	
[4/15/23 08:02AM] Player picked up item: Coin, id: 995, amount: 800, owner: Coke	
[4/15/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Coke	
[4/15/23 08:03AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Coke	
[4/15/23 08:03AM] Player picked up item: $10 Bond, id: 23057, amount: 1, owner: Coke	
[4/15/23 08:05AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Coke	
[4/15/23 08:08AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Coke	
[4/15/23 08:10AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Coke	
[4/15/23 08:11AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Coke	
[4/15/23 08:12AM] Player picked up item: Sacred Legs, id: 23136, amount: 1, owner: Coke	
[4/15/23 08:16AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Coke	
