[4/16/23 09:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mustve	
[4/16/23 09:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mustve	
[4/16/23 09:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mustve	
[4/16/23 09:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mustve	
[4/16/23 09:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mustve	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mustve	
[4/16/23 09:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mustve	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mustve	
[4/16/23 09:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mustve	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mustve	
[4/16/23 09:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mustve	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mustve	
[4/16/23 09:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mustve	
[4/16/23 09:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mustve	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mustve	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mustve	
[4/16/23 09:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mustve	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mustve	
[4/16/23 09:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mustve	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mustve	
[4/16/23 09:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mustve	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mustve	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mustve	
[4/16/23 09:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mustve	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1453023, owner: Mustve	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mustve	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mustve	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1861829, owner: Mustve	
[4/16/23 09:43AM] Player picked up item: Infinite overload potion (T3), id: 23126, amount: 1, owner: Mustve	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mustve	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 2166912, owner: Mustve	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 2008315, owner: Mustve	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mustve	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 4350016, owner: Mustve	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mustve	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2241047, owner: Mustve	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mustve	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 4096894, owner: Mustve	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mustve	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Mustve	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mustve	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Mustve	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mustve	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Mustve	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mustve	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mustve	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mustve	
[4/16/23 09:49AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mustve	
[4/16/23 09:49AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mustve	
[4/16/23 09:49AM] Player picked up item: Coin, id: 995, amount: 3611171, owner: Mustve	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mustve	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Mustve	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Mustve	
[4/16/23 09:54AM] Player picked up item: Coin, id: 995, amount: 1732966, owner: Mustve	
[4/16/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mustve	
