[4/18/23 12:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bokito	
[4/18/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bokito	
[4/18/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bokito	
[4/18/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bokito	
[4/18/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bokito	
[4/18/23 12:33AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Bokito	
[4/18/23 12:33AM] Player picked up item: Coin, id: 995, amount: 600, owner: Bokito	
[4/18/23 12:35AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Bokito	
[4/18/23 12:35AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Bokito	
[4/18/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bokito	
[4/18/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Bokito	
[4/18/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bokito	
[4/18/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bokito	
[4/18/23 12:39AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Bokito	
[4/18/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bokito	
[4/18/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bokito	
[4/18/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bokito	
[4/18/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bokito	
[4/18/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:42AM] Player picked up item: Coin, id: 995, amount: 1263656, owner: Bokito	
[4/18/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bokito	
[4/18/23 12:43AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Bokito	
[4/18/23 12:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bokito	
[4/18/23 12:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bokito	
[4/18/23 12:45AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bokito	
[4/18/23 12:48AM] Player picked up item: Coin, id: 995, amount: 500, owner: Bokito	
[4/18/23 12:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:48AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bokito	
[4/18/23 12:48AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Bokito	
[4/18/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
[4/18/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokito	
