[4/21/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Winalldays	
[4/21/23 06:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Winalldays	
[4/21/23 06:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Winalldays	
[4/21/23 06:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Winalldays	
[4/21/23 06:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Winalldays	
[4/21/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Winalldays	
[4/21/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Winalldays	
[4/21/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Winalldays	
[4/21/23 06:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Winalldays	
[4/21/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Winalldays	
[4/21/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Winalldays	
[4/21/23 06:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winalldays	
[4/21/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winalldays	
[4/21/23 06:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Winalldays	
[4/21/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Coin, id: 995, amount: 600, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Coin, id: 995, amount: 900, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Coin, id: 995, amount: 600, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Winalldays	
[4/21/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Winalldays	
[4/21/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winalldays	
[4/21/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winalldays	
[4/21/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Winalldays	
[4/21/23 06:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Winalldays	
[4/21/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Winalldays	
[4/21/23 06:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Winalldays	
[4/21/23 06:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Winalldays	
[4/21/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: Winalldays	
[4/21/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winalldays	
[4/21/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winalldays	
[4/21/23 06:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: Winalldays	
[4/21/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winalldays	
[4/21/23 06:26AM] Player picked up item: Coin, id: 995, amount: 600, owner: Winalldays	
[4/21/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winalldays	
[4/21/23 06:27AM] Player picked up item: Coin, id: 995, amount: 600, owner: Winalldays	
