[4/20/23 01:31PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dvx	
[4/20/23 01:31PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dvx	
[4/20/23 01:34PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dvx	
[4/20/23 01:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Dvx	
[4/20/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dvx	
[4/20/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dvx	
[4/20/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dvx	
[4/20/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dvx	
[4/20/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dvx	
[4/20/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dvx	
[4/20/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dvx	
[4/20/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dvx	
[4/20/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dvx	
[4/20/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dvx	
[4/20/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dvx	
[4/20/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dvx	
[4/20/23 01:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dvx	
[4/20/23 01:51PM] Player picked up item: Coin, id: 995, amount: 1499105, owner: Dvx	
[4/20/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dvx	
[4/20/23 01:53PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dvx	
[4/20/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Dvx	
[4/20/23 02:00PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Dvx	
[4/20/23 02:10PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dvx	
[4/20/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dvx	
[4/20/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Dvx	
[4/20/23 02:28PM] Player picked up item: Coin, id: 995, amount: 6300, owner: Dvx	
[4/20/23 02:29PM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: Dvx	
[4/20/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dvx	
[4/20/23 02:30PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dvx	
[4/20/23 02:50PM] Player picked up item: Coin, id: 995, amount: 3942266, owner: Dvx	
