[4/15/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 07:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rage	
[4/15/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 07:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rage	
[4/15/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 07:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rage	
[4/15/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 07:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rage	
[4/15/23 07:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 07:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rage	
[4/15/23 07:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 07:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rage	
[4/15/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 07:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rage	
[4/15/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 07:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rage	
[4/15/23 07:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 07:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rage	
[4/15/23 07:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 07:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 07:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rage	
[4/15/23 07:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 07:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rage	
[4/15/23 08:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rage	
[4/15/23 08:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:01AM] Player picked up item: Starter Legs, id: 705, amount: 1, owner: Rage	
[4/15/23 08:01AM] Player picked up item: Starter Helm, id: 703, amount: 1, owner: Rage	
[4/15/23 08:01AM] Player picked up item: Starter Body, id: 704, amount: 1, owner: Rage	
[4/15/23 08:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rage	
[4/15/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rage	
[4/15/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rage	
[4/15/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rage	
[4/15/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rage	
[4/15/23 08:06AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Rage	
