[4/16/23 02:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Matt0804	
[4/16/23 02:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Matt0804	
[4/16/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Matt0804	
[4/16/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Starter Body, id: 704, amount: 1, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Matt0804	
[4/16/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Matt0804	
[4/16/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:24AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Matt0804	
[4/16/23 02:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Matt0804	
[4/16/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Matt0804	
[4/16/23 02:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Matt0804	
[4/16/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Matt0804	
[4/16/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Matt0804	
[4/16/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Matt0804	
[4/16/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
[4/16/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Matt0804	
