[4/17/23 11:03AM] Player picked up item: Coin, id: 995, amount: 2153402, owner: Divine	
[4/17/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Divine	
[4/17/23 11:04AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Divine	
[4/17/23 11:05AM] Player picked up item: Coin, id: 995, amount: 3267754, owner: Divine	
[4/17/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Divine	
[4/17/23 11:05AM] Player picked up item: $25 Bond, id: 23058, amount: 1, owner: Divine	
[4/17/23 11:06AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Divine	
[4/17/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Divine	
[4/17/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Divine	
[4/17/23 11:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Divine	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Divine	
[4/17/23 11:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Divine	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 1695831, owner: Divine	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Divine	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 3464371, owner: Divine	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Divine	
[4/17/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Divine	
[4/17/23 11:53AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Divine	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Divine	
[4/17/23 11:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Divine	
[4/17/23 11:55AM] Player picked up item: Coin, id: 995, amount: 2380027, owner: Divine	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Divine	
[4/17/23 11:56AM] Player picked up item: Coin, id: 995, amount: 1482912, owner: Divine	
[4/17/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Divine	
[4/17/23 11:56AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Divine	
[4/17/23 11:56AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Divine	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Divine	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Divine	
[4/17/23 12:03PM] Player picked up item: Coin, id: 995, amount: 2060935, owner: Divine	
[4/17/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Divine	
[4/17/23 12:08PM] Player picked up item: Coin, id: 995, amount: 1096813, owner: Divine	
[4/17/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Divine	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 3130929, owner: Divine	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Divine	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Divine	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Divine	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Divine	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Divine	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Divine	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Divine	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 3522543, owner: Divine	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Divine	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 3028864, owner: Divine	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Divine	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Divine	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 3808839, owner: Divine	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Divine	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Divine	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Divine	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Divine	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Divine	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Divine	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Divine	
[4/17/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Divine	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Divine	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Divine	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Divine	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Divine	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 1323455, owner: Divine	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Divine	
[4/17/23 12:18PM] Player picked up item: Coin, id: 995, amount: 3117531, owner: Divine	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Divine	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Divine	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Divine	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Divine	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Divine	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Divine	
[4/17/23 12:20PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Divine	
[4/17/23 12:28PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Ruthie	
[4/17/23 12:29PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Ruthie	
[4/17/23 12:29PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Jroc	
[4/17/23 12:29PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Jroc	
[4/17/23 12:29PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Divine	
[4/17/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1115375, owner: Divine	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Divine	
[4/17/23 12:33PM] Player picked up item: Coin, id: 995, amount: 3881979, owner: Divine	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Divine	
