[4/15/23 12:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Patientz	
[4/15/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Patientz	
[4/15/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Patientz	
[4/15/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Patientz	
[4/15/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Patientz	
[4/15/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Patientz	
[4/15/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Patientz	
[4/15/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Patientz	
[4/15/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Patientz	
[4/15/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Patientz	
[4/15/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Patientz	
[4/15/23 12:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Patientz	
[4/15/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Patientz	
[4/15/23 12:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Coin, id: 995, amount: 900, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Coin, id: 995, amount: 900, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Coin, id: 995, amount: 600, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Coin, id: 995, amount: 600, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Patientz	
[4/15/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Patientz	
[4/15/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Patientz	
[4/15/23 12:25PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Patientz	
[4/15/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Patientz	
