[4/15/23 01:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rks	
[4/15/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 01:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rks	
[4/15/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 01:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rks	
[4/15/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 01:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rks	
[4/15/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 01:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rks	
[4/15/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 01:32AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Rks	
[4/15/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 01:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Rks	
[4/15/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rks	
[4/15/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rks	
[4/15/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rks	
[4/15/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 01:39AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Rks	
[4/15/23 01:45AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Rks	
[4/15/23 01:46AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Rks	
[4/15/23 03:30AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Rks	
[4/15/23 03:31AM] Player picked up item: Coin, id: 995, amount: 800, owner: Rks	
[4/15/23 03:32AM] Player picked up item: Coin, id: 995, amount: 800, owner: Rks	
[4/15/23 03:32AM] Player picked up item: Coin, id: 995, amount: 800, owner: Rks	
[4/15/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rks	
[4/15/23 03:33AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Rks	
[4/15/23 03:34AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Rks	
[4/15/23 03:34AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Rks	
[4/15/23 03:37AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Rks	
[4/15/23 03:37AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Rks	
[4/15/23 03:39AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rks	
[4/15/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rks	
[4/15/23 03:40AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Rks	
[4/15/23 03:40AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Rks	
[4/15/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Rks	
[4/15/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rks	
[4/15/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Rks	
[4/15/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Rks	
[4/15/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Rks	
[4/15/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Rks	
[4/15/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rks	
[4/15/23 03:43AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rks	
[4/15/23 03:45AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Rks	
[4/15/23 04:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rks	
[4/15/23 04:37AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rks	
[4/15/23 04:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rks	
[4/15/23 04:46AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Rks	
[4/15/23 04:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rks	
