[4/16/23 11:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cd Black	
[4/16/23 11:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cd Black	
[4/16/23 11:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cd Black	
[4/16/23 11:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cd Black	
[4/16/23 11:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cd Black	
[4/16/23 11:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cd Black	
[4/16/23 11:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cd Black	
[4/16/23 11:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cd Black	
[4/16/23 11:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cd Black	
[4/16/23 11:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cd Black	
[4/16/23 11:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cd Black	
[4/16/23 11:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cd Black	
[4/16/23 11:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cd Black	
[4/16/23 11:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cd Black	
[4/16/23 11:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:19PM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/16/23 11:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cd Black	
[4/16/23 11:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cd Black	
[4/16/23 11:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cd Black	
[4/16/23 11:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cd Black	
[4/16/23 11:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cd Black	
[4/16/23 11:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cd Black	
[4/16/23 11:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/16/23 11:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/16/23 11:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cd Black	
[4/16/23 11:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cd Black	
[4/16/23 11:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cd Black	
[4/16/23 11:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cd Black	
[4/16/23 11:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:26PM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/16/23 11:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/16/23 11:26PM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/16/23 11:29PM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/16/23 11:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:14AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Cd Black	
[4/17/23 05:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cd Black	
[4/17/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:22AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:22AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:22AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:23AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:23AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:27AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:27AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:31AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:31AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:31AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:36AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cd Black	
[4/17/23 05:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 05:36AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cd Black	
[4/17/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cd Black	
[4/17/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cd Black	
[4/17/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cd Black	
[4/17/23 05:37AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cd Black	
[4/17/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cd Black	
[4/17/23 05:37AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cd Black	
[4/17/23 05:37AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cd Black	
[4/17/23 05:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:38AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cd Black	
[4/17/23 05:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:38AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cd Black	
[4/17/23 05:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:38AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cd Black	
[4/17/23 05:38AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cd Black	
[4/17/23 05:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:41AM] Player picked up item: Coin, id: 995, amount: 1126496, owner: Cd Black	
[4/17/23 05:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cd Black	
[4/17/23 05:42AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cd Black	
[4/17/23 05:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:47AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cd Black	
[4/17/23 05:47AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Cd Black	
[4/17/23 05:47AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Cd Black	
[4/17/23 05:48AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cd Black	
[4/17/23 05:48AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Cd Black	
[4/17/23 05:48AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Cd Black	
[4/17/23 05:49AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cd Black	
[4/17/23 05:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:50AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cd Black	
[4/17/23 05:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cd Black	
[4/17/23 05:50AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cd Black	
[4/17/23 05:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 05:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cd Black	
[4/17/23 05:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cd Black	
[4/17/23 05:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:11AM] Player picked up item: Coin, id: 995, amount: 2370063, owner: Cd Black	
[4/17/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cd Black	
[4/17/23 06:17AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cd Black	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:19AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Cd Black	
[4/17/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
