[4/15/23 06:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Englishboss	
[4/15/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Englishboss	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Englishboss	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Englishboss	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Englishboss	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Englishboss	
[4/15/23 06:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Englishboss	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Englishboss	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Englishboss	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:17AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Englishboss	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Englishboss	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Englishboss	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Englishboss	
[4/15/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Englishboss	
[4/15/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:24AM] Player picked up item: Coin, id: 995, amount: 300, owner: Englishboss	
[4/15/23 06:24AM] Player picked up item: Coin, id: 995, amount: 300, owner: Englishboss	
[4/15/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
[4/15/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Englishboss	
[4/15/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Englishboss	
