[4/16/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Iron Lileiri	
[4/16/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Iron Lileiri	
[4/16/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/16/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/16/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Iron Lileiri	
[4/16/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Lileiri	
[4/16/23 06:55PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Lileiri	
[4/16/23 06:55PM] Player picked up item: Coin, id: 995, amount: 2421652, owner: Iron Lileiri	
[4/16/23 06:58PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Iron Lileiri	
[4/16/23 07:00PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Iron Lileiri	
[4/16/23 07:03PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Lileiri	
[4/16/23 07:03PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Lileiri	
[4/16/23 07:07PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Iron Lileiri	
[4/16/23 07:09PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Iron Lileiri	
[4/16/23 07:10PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Iron Lileiri	
[4/16/23 07:10PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Iron Lileiri	
[4/16/23 07:11PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Iron Lileiri	
[4/16/23 07:11PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Iron Lileiri	
[4/16/23 07:13PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Iron Lileiri	
[4/16/23 07:19PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Iron Lileiri	
[4/16/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/16/23 07:21PM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron Lileiri	
[4/16/23 07:21PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Iron Lileiri	
[4/16/23 07:24PM] Player picked up item: Coin, id: 995, amount: 2361846, owner: Iron Lileiri	
[4/16/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Lileiri	
[4/16/23 07:25PM] Player picked up item: Coin, id: 995, amount: 3458824, owner: Iron Lileiri	
[4/16/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Lileiri	
[4/16/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Lileiri	
[4/16/23 07:26PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Lileiri	
[4/16/23 07:33PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Iron Lileiri	
[4/16/23 07:35PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Iron Lileiri	
[4/16/23 07:35PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Iron Lileiri	
[4/16/23 07:37PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Iron Lileiri	
[4/16/23 07:50PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Iron Lileiri	
[4/16/23 07:53PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Iron Lileiri	
[4/16/23 07:53PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Iron Lileiri	
[4/16/23 07:53PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Iron Lileiri	
[4/16/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/16/23 07:55PM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Iron Lileiri	
[4/16/23 07:56PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Iron Lileiri	
[4/16/23 07:58PM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Iron Lileiri	
[4/16/23 08:05PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Iron Lileiri	
[4/16/23 08:05PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Iron Lileiri	
[4/16/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Lileiri	
[4/16/23 08:05PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Lileiri	
