[4/18/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurdish	
[4/18/23 07:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kurdish	
[4/18/23 07:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kurdish	
[4/18/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurdish	
[4/18/23 07:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kurdish	
[4/18/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurdish	
[4/18/23 07:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kurdish	
[4/18/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurdish	
[4/18/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurdish	
[4/18/23 07:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kurdish	
[4/18/23 07:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kurdish	
[4/18/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kurdish	
[4/18/23 07:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kurdish	
[4/18/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurdish	
[4/18/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kurdish	
[4/18/23 07:43PM] Player picked up item: Coin, id: 995, amount: 1503660, owner: Kurdish	
[4/18/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kurdish	
[4/18/23 07:44PM] Player picked up item: Coin, id: 995, amount: 2231086, owner: Kurdish	
[4/18/23 07:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kurdish	
[4/18/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kurdish	
[4/18/23 07:50PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Kurdish	
[4/18/23 07:54PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Kurdish	
[4/18/23 08:29PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Kurdish	
[4/18/23 08:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kurdish	
[4/18/23 08:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kurdish	
[4/18/23 09:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kurdish	
[4/18/23 10:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kurdish	
[4/18/23 10:21PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kurdish	
[4/18/23 11:38PM] Player picked up item: Coin, id: 995, amount: 1186085, owner: Kurdish	
[4/18/23 11:38PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kurdish	
[4/18/23 11:43PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kurdish	
[4/18/23 11:46PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Kurdish	
[4/18/23 11:46PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Kurdish	
[4/19/23 12:03AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kurdish	
[4/19/23 12:09AM] Player picked up item: Coin, id: 995, amount: 1051890, owner: Kurdish	
[4/19/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kurdish	
[4/19/23 12:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kurdish	
[4/19/23 12:15AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kurdish	
[4/19/23 12:15AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Kurdish	
[4/19/23 12:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kurdish	
[4/19/23 12:26AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Kurdish	
[4/19/23 12:26AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Kurdish	
[4/19/23 12:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kurdish	
[4/19/23 01:42PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Kurdish	
