[4/15/23 08:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xoph	
[4/15/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xoph	
[4/15/23 08:22AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Xoph	
[4/15/23 08:27AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Xoph	
[4/15/23 08:30AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Xoph	
[4/15/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xoph	
[4/15/23 08:31AM] Player picked up item: Coin, id: 995, amount: 600, owner: Xoph	
[4/15/23 08:35AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Xoph	
[4/15/23 08:37AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Xoph	
[4/15/23 08:37AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Xoph	
[4/15/23 08:39AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Xoph	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 600, owner: Xoph	
[4/15/23 08:41AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Xoph	
[4/15/23 08:44AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Xoph	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Xoph	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 800, owner: Xoph	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 800, owner: Xoph	
[4/15/23 08:47AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Xoph	
[4/15/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xoph	
[4/15/23 08:47AM] Player picked up item: Coin, id: 995, amount: 800, owner: Xoph	
[4/15/23 08:48AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Xoph	
[4/15/23 08:48AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Xoph	
[4/15/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xoph	
[4/15/23 08:49AM] Player picked up item: Coin, id: 995, amount: 800, owner: Xoph	
[4/15/23 08:49AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Xoph	
[4/15/23 08:49AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Xoph	
[4/15/23 08:51AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Xoph	
[4/15/23 08:51AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Xoph	
[4/15/23 08:51AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Xoph	
[4/15/23 08:52AM] Player picked up item: Coin, id: 995, amount: 5400, owner: Xoph	
[4/15/23 08:53AM] Player picked up item: Coin, id: 995, amount: 900, owner: Xoph	
[4/15/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xoph	
[4/15/23 08:53AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Xoph	
[4/15/23 08:53AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Xoph	
[4/15/23 08:55AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Xoph	
[4/15/23 08:55AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Xoph	
[4/15/23 08:58AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Xoph	
[4/15/23 09:00AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Xoph	
[4/15/23 09:12AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Xoph	
[4/15/23 09:14AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Xoph	
[4/15/23 09:16AM] Player picked up item: Imperial Box, id: 14487, amount: 2, owner: Xoph	
[4/15/23 09:16AM] Player picked up item: PvM Casket, id: 2736, amount: 5, owner: Xoph	
[4/15/23 09:16AM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Xoph	
[4/15/23 09:16AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Xoph	
[4/15/23 09:16AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Xoph	
[4/15/23 09:16AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Xoph	
[4/15/23 09:16AM] Player picked up item: Antique lamp, id: 11137, amount: 3, owner: Xoph	
[4/15/23 09:18AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Xoph	
[4/15/23 09:24AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Xoph	
[4/15/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Xoph	
[4/15/23 09:33AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Xoph	
[4/15/23 09:35AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Xoph	
[4/15/23 09:35AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xoph	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xoph	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xoph	
