[4/20/23 08:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vow	
[4/20/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vow	
[4/20/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vow	
[4/20/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vow	
[4/20/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vow	
[4/20/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vow	
[4/20/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vow	
[4/20/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vow	
[4/20/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vow	
[4/20/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vow	
[4/20/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vow	
[4/20/23 08:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vow	
