[4/19/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Mex	
[4/19/23 11:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mex	
[4/19/23 11:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mex	
[4/19/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mex	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mex	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mex	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mex	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mex	
[4/19/23 12:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mex	
[4/19/23 12:15PM] Player picked up item: Coin, id: 995, amount: 1068756, owner: Mex	
[4/19/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mex	
[4/19/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mex	
[4/19/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mex	
[4/19/23 12:17PM] Player picked up item: Coin, id: 995, amount: 3092940, owner: Mex	
[4/19/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mex	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Mex	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Mex	
[4/19/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mex	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Rsps2	
[4/19/23 12:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 12:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
