[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mosh	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mosh	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mosh	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mosh	
[4/16/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mosh	
[4/16/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mosh	
[4/16/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mosh	
[4/16/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mosh	
[4/16/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mosh	
[4/16/23 08:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mosh	
[4/16/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mosh	
