[4/23/23 12:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Wizzy	
[4/23/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 12:51PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Iron Wizzy	
[4/23/23 12:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Wizzy	
[4/23/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 12:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Wizzy	
[4/23/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 12:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Wizzy	
[4/23/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 12:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Wizzy	
[4/23/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 12:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Wizzy	
[4/23/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 12:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Wizzy	
[4/23/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 12:53PM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Wizzy	
[4/23/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Wizzy	
[4/23/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Wizzy	
[4/23/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Wizzy	
[4/23/23 12:57PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Iron Wizzy	
[4/23/23 12:57PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Iron Wizzy	
[4/23/23 12:57PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Iron Wizzy	
[4/23/23 12:57PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Iron Wizzy	
[4/23/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Wizzy	
[4/23/23 12:57PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Iron Wizzy	
[4/23/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 12:57PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Iron Wizzy	
[4/23/23 12:58PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Iron Wizzy	
[4/23/23 12:58PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Iron Wizzy	
[4/23/23 12:58PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Iron Wizzy	
[4/23/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Iron Wizzy	
[4/23/23 12:58PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Iron Wizzy	
[4/23/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Wizzy	
[4/23/23 12:58PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Iron Wizzy	
[4/23/23 12:58PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Iron Wizzy	
[4/23/23 12:58PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Iron Wizzy	
[4/23/23 12:59PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Iron Wizzy	
[4/23/23 12:59PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Iron Wizzy	
[4/23/23 12:59PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Iron Wizzy	
[4/23/23 12:59PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Iron Wizzy	
[4/23/23 12:59PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Iron Wizzy	
[4/23/23 12:59PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Iron Wizzy	
[4/23/23 12:59PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Iron Wizzy	
[4/23/23 01:00PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Iron Wizzy	
[4/23/23 01:00PM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron Wizzy	
[4/23/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 01:00PM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron Wizzy	
[4/23/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Wizzy	
[4/23/23 01:00PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Iron Wizzy	
[4/23/23 01:02PM] Player picked up item: Coin, id: 995, amount: 1282055, owner: Iron Wizzy	
[4/23/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Wizzy	
[4/23/23 01:02PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Iron Wizzy	
[4/23/23 01:03PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Iron Wizzy	
[4/23/23 01:03PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Wizzy	
[4/23/23 01:04PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Iron Wizzy	
