[4/15/23 06:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Professor	
[4/15/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Professor	
[4/15/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Professor	
[4/15/23 06:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Professor	
[4/15/23 06:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Professor	
[4/15/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Professor	
[4/15/23 06:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Professor	
[4/15/23 06:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Professor	
[4/15/23 06:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Professor	
[4/15/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Professor	
[4/15/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Professor	
[4/15/23 06:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:17PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Professor	
[4/15/23 06:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:18PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Professor	
[4/15/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Professor	
[4/15/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Professor	
[4/15/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Professor	
[4/15/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Professor	
[4/15/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Professor	
[4/15/23 06:26PM] Player picked up item: Coin, id: 995, amount: 300, owner: Professor	
[4/15/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Professor	
[4/15/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Professor	
[4/15/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Professor	
[4/15/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Professor	
[4/15/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Professor	
[4/15/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Professor	
[4/15/23 06:30PM] Player picked up item: Coin, id: 995, amount: 2150727, owner: Professor	
[4/15/23 06:31PM] Player picked up item: Coin, id: 995, amount: 4275403, owner: Professor	
[4/15/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Professor	
[4/15/23 06:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Professor	
[4/15/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Professor	
[4/15/23 06:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Professor	
[4/15/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Professor	
[4/15/23 06:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Professor	
[4/15/23 06:53PM] Player picked up item: Coin, id: 995, amount: 500, owner: Professor	
[4/15/23 06:54PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Professor	
[4/15/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Professor	
