[4/20/23 10:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Degree	
[4/20/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Degree	
[4/20/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Degree	
[4/20/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Degree	
[4/20/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Degree	
[4/20/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Degree	
[4/20/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Degree	
[4/20/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Degree	
[4/20/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Degree	
[4/20/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Degree	
[4/20/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:39AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Degree	
[4/20/23 10:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Degree	
[4/20/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Degree	
[4/20/23 10:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Degree	
[4/20/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Degree	
[4/20/23 10:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Degree	
[4/20/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Degree	
[4/20/23 10:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Degree	
[4/20/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Degree	
[4/20/23 10:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Degree	
[4/20/23 10:41AM] Player picked up item: Coin, id: 995, amount: 300, owner: Degree	
[4/20/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:41AM] Player picked up item: Coin, id: 995, amount: 300, owner: Degree	
[4/20/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:41AM] Player picked up item: Coin, id: 995, amount: 600, owner: Degree	
[4/20/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Degree	
[4/20/23 10:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Degree	
[4/20/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Degree	
[4/20/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Degree	
[4/20/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Degree	
[4/20/23 10:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Degree	
[4/20/23 10:43AM] Player picked up item: Coin, id: 995, amount: 900, owner: Degree	
[4/20/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Degree	
[4/20/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Degree	
[4/20/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Degree	
[4/20/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Degree	
[4/20/23 10:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Degree	
[4/20/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Degree	
[4/20/23 10:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Degree	
[4/20/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Degree	
[4/20/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:47AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Degree	
[4/20/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Degree	
[4/20/23 10:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Degree	
[4/20/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Degree	
[4/20/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 10:54AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Degree	
[4/20/23 10:54AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Degree	
[4/20/23 10:55AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Degree	
[4/20/23 10:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Degree	
[4/20/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Degree	
[4/20/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Degree	
[4/20/23 10:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Degree	
[4/20/23 10:57AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Degree	
[4/20/23 10:58AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Degree	
[4/20/23 11:00AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Degree	
[4/20/23 11:00AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Degree	
[4/20/23 11:00AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Degree	
[4/20/23 11:00AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Degree	
[4/20/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Degree	
[4/20/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Degree	
[4/20/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Degree	
[4/20/23 11:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Degree	
[4/20/23 11:03AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Degree	
[4/20/23 11:04AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Degree	
[4/20/23 11:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Degree	
[4/20/23 11:04AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Degree	
[4/20/23 11:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Degree	
[4/20/23 11:05AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Degree	
[4/20/23 11:14AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Degree	
[4/20/23 11:14AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Degree	
[4/20/23 11:14AM] Player picked up item: Coin, id: 995, amount: 4200, owner: Degree	
[4/20/23 11:14AM] Player picked up item: Coin, id: 995, amount: 4200, owner: Degree	
[4/20/23 11:15AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Degree	
[4/20/23 11:21AM] Player picked up item: Coin, id: 995, amount: 2294581, owner: Degree	
[4/20/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Degree	
[4/20/23 11:22AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Degree	
[4/20/23 11:23AM] Player picked up item: Coin, id: 995, amount: 800, owner: Degree	
[4/20/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
[4/20/23 11:24AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Degree	
[4/20/23 11:24AM] Player picked up item: Coin, id: 995, amount: 4800, owner: Degree	
[4/20/23 11:25AM] Player picked up item: Coin, id: 995, amount: 800, owner: Degree	
[4/20/23 11:25AM] Player picked up item: Coin, id: 995, amount: 800, owner: Degree	
[4/20/23 11:25AM] Player picked up item: Coin, id: 995, amount: 800, owner: Degree	
[4/20/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Degree	
