[4/17/23 01:11AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Redx12	
[4/17/23 01:11AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Redx12	
[4/17/23 01:17AM] Player picked up item: Coin, id: 995, amount: 2082818, owner: Redx12	
[4/17/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Redx12	
[4/17/23 01:20AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Cheung	
[4/17/23 01:20AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Cheung	
[4/17/23 01:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Redx12	
[4/17/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Redx12	
[4/17/23 01:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Redx12	
[4/17/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Redx12	
[4/17/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Redx12	
[4/17/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Redx12	
[4/17/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Redx12	
[4/17/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Redx12	
[4/17/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Redx12	
[4/17/23 01:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Redx12	
[4/17/23 01:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Redx12	
[4/17/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Redx12	
[4/17/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Redx12	
[4/17/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Redx12	
[4/17/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Redx12	
[4/17/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Redx12	
[4/17/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Redx12	
[4/17/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Redx12	
[4/17/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Redx12	
[4/17/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Redx12	
[4/17/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:40AM] Player picked up item: Coin, id: 995, amount: 1542330, owner: Redx12	
[4/17/23 01:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Redx12	
[4/17/23 01:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 01:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
[4/17/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 01:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Redx12	
