[4/20/23 04:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ultimate	
[4/20/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ultimate	
[4/20/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ultimate	
[4/20/23 04:20PM] Player picked up item: Coin, id: 995, amount: 2150231, owner: Ultimate	
[4/20/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ultimate	
[4/20/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ultimate	
[4/20/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ultimate	
[4/20/23 04:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ultimate	
[4/20/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ultimate	
[4/20/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ultimate	
[4/20/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ultimate	
[4/20/23 04:22PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ultimate	
[4/20/23 04:22PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Ultimate	
[4/20/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ultimate	
[4/20/23 04:34PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Ultimate	
[4/20/23 04:35PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Ultimate	
[4/20/23 04:35PM] Player picked up item: Coin, id: 995, amount: 6500, owner: Ultimate	
[4/20/23 04:35PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Ultimate	
[4/20/23 04:39PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ultimate	
[4/20/23 04:44PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ultimate	
[4/20/23 04:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ultimate	
[4/20/23 04:51PM] Player picked up item: Coin, id: 995, amount: 2069056, owner: Ultimate	
[4/20/23 04:53PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Ultimate	
[4/20/23 04:58PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ultimate	
[4/20/23 05:12PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ultimate	
[4/20/23 05:12PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ultimate	
[4/20/23 05:20PM] Player picked up item: Coin, id: 995, amount: 1952845, owner: Ultimate	
[4/20/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ultimate	
[4/20/23 05:21PM] Player picked up item: Coin, id: 995, amount: 2372069, owner: Ultimate	
[4/20/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ultimate	
[4/20/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ultimate	
[4/20/23 05:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ultimate	
