[4/20/23 12:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fadedneon	
[4/20/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fadedneon	
[4/20/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fadedneon	
[4/20/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fadedneon	
[4/20/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fadedneon	
[4/20/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fadedneon	
[4/20/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fadedneon	
[4/20/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fadedneon	
[4/20/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fadedneon	
[4/20/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:38AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Fadedneon	
[4/20/23 12:38AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Fadedneon	
[4/20/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fadedneon	
[4/20/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fadedneon	
[4/20/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fadedneon	
[4/20/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fadedneon	
[4/20/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fadedneon	
[4/20/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fadedneon	
[4/20/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fadedneon	
[4/20/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fadedneon	
[4/20/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fadedneon	
[4/20/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fadedneon	
[4/20/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fadedneon	
[4/20/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:45AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Fadedneon	
[4/20/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 12:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Fadedneon	
[4/20/23 12:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fadedneon	
[4/20/23 12:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fadedneon	
[4/20/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fadedneon	
[4/20/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fadedneon	
[4/20/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Fadedneon	
[4/20/23 12:59AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Fadedneon	
[4/20/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fadedneon	
[4/20/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fadedneon	
[4/20/23 12:59AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Fadedneon	
[4/20/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fadedneon	
[4/20/23 12:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fadedneon	
[4/20/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fadedneon	
[4/20/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fadedneon	
[4/20/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fadedneon	
[4/20/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:01AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fadedneon	
[4/20/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fadedneon	
[4/20/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:01AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Fadedneon	
[4/20/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fadedneon	
[4/20/23 01:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fadedneon	
[4/20/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fadedneon	
[4/20/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Fadedneon	
[4/20/23 01:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
[4/20/23 01:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fadedneon	
[4/20/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fadedneon	
[4/20/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fadedneon	
