[4/22/23 03:02PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Monitor Tan	
[4/22/23 06:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Monitor Tan	
[4/22/23 06:02PM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Monitor Tan	
[4/22/23 06:04PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Monitor Tan	
[4/22/23 06:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Monitor Tan	
[4/22/23 06:05PM] Player picked up item: Starter Amulet, id: 23089, amount: 1, owner: Monitor Tan	
[4/22/23 06:05PM] Player picked up item: Starter Ring, id: 23091, amount: 1, owner: Monitor Tan	
[4/22/23 06:07PM] Player picked up item: Coin, id: 995, amount: 500, owner: Monitor Tan	
[4/22/23 06:15PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Monitor Tan	
[4/22/23 06:17PM] Player picked up item: Coin, id: 995, amount: 600, owner: Monitor Tan	
[4/22/23 06:21PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Monitor Tan	
[4/22/23 06:22PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Monitor Tan	
[4/22/23 06:23PM] Player picked up item: Coin, id: 995, amount: 800, owner: Monitor Tan	
[4/22/23 06:23PM] Player picked up item: Coin, id: 995, amount: 800, owner: Monitor Tan	
[4/22/23 06:23PM] Player picked up item: Coin, id: 995, amount: 800, owner: Monitor Tan	
[4/22/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Monitor Tan	
[4/22/23 06:24PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Monitor Tan	
[4/22/23 06:24PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Monitor Tan	
[4/22/23 06:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Monitor Tan	
[4/22/23 06:24PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Monitor Tan	
[4/22/23 06:25PM] Player picked up item: Coin, id: 995, amount: 800, owner: Monitor Tan	
[4/22/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Monitor Tan	
[4/22/23 06:26PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Monitor Tan	
[4/22/23 06:26PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Monitor Tan	
[4/22/23 06:31PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Monitor Tan	
[4/22/23 06:31PM] Player picked up item: Coin, id: 995, amount: 900, owner: Monitor Tan	
[4/22/23 06:32PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Monitor Tan	
[4/22/23 06:50PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Monitor Tan	
[4/22/23 06:50PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Monitor Tan	
[4/22/23 07:00PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Monitor Tan	
[4/22/23 07:00PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Monitor Tan	
[4/22/23 07:04PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Monitor Tan	
[4/22/23 07:05PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Monitor Tan	
[4/22/23 07:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Monitor Tan	
[4/22/23 07:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
[4/22/23 07:11PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Monitor Tan	
[4/22/23 07:12PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Monitor Tan	
[4/23/23 02:44PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Monitor Tan	
[4/23/23 02:44PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Monitor Tan	
[4/23/23 02:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Monitor Tan	
[4/23/23 02:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Monitor Tan	
[4/23/23 02:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Monitor Tan	
[4/23/23 02:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Monitor Tan	
[4/23/23 02:46PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Monitor Tan	
[4/23/23 02:47PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Monitor Tan	
[4/23/23 02:47PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Monitor Tan	
[4/23/23 02:48PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Monitor Tan	
[4/23/23 02:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
[4/23/23 02:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
[4/23/23 02:49PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Monitor Tan	
[4/23/23 02:51PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Monitor Tan	
[4/23/23 02:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
[4/23/23 02:51PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Monitor Tan	
[4/23/23 02:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Monitor Tan	
[4/23/23 02:53PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Monitor Tan	
[4/23/23 02:54PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Monitor Tan	
[4/23/23 02:55PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Monitor Tan	
[4/23/23 02:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
[4/23/23 02:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
[4/23/23 02:57PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Monitor Tan	
[4/23/23 02:58PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Monitor Tan	
[4/23/23 03:02PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Monitor Tan	
[4/23/23 03:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
[4/23/23 03:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
[4/23/23 03:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Monitor Tan	
