[4/15/23 08:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dup	
[4/15/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dup	
[4/15/23 08:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Johnnyapple	
[4/15/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Johnnyapple	
[4/15/23 08:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Johnnyapple	
[4/15/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Johnnyapple	
[4/15/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bulba	
[4/15/23 08:40AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Johnnyapple	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Johnnyapple	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Johnnyapple	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Johnnyapple	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Johnnyapple	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Johnnyapple	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Johnnyapple	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Johnnyapple	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Johnnyapple	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Johnnyapple	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Johnnyapple	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Johnnyapple	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Johnnyapple	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Johnnyapple	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Johnnyapple	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Johnnyapple	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Johnnyapple	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Johnnyapple	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Johnnyapple	
[4/15/23 08:44AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Johnnyapple	
[4/15/23 08:44AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Johnnyapple	
[4/15/23 08:46AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Johnnyapple	
[4/15/23 08:48AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Johnnyapple	
[4/15/23 08:53AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Johnnyapple	
[4/15/23 08:54AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Johnnyapple	
[4/15/23 09:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Johnnyapple	
