[4/18/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Forest	
[4/18/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Forest	
[4/18/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Forest	
[4/18/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Forest	
[4/18/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Forest	
[4/18/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Forest	
[4/18/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Forest	
[4/18/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Forest	
[4/18/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Forest	
[4/18/23 07:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: Forest	
[4/18/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Forest	
[4/18/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Forest	
[4/18/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Forest	
[4/18/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Forest	
[4/18/23 07:54AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Forest	
[4/18/23 07:59AM] Player picked up item: Starter Body, id: 704, amount: 1, owner: Forest	
[4/18/23 08:00AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Forest	
[4/18/23 08:01AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Forest	
[4/18/23 08:04AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Forest	
[4/18/23 08:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Forest	
[4/18/23 08:07AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Forest	
[4/18/23 08:07AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Forest	
[4/18/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Forest	
[4/18/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Forest	
[4/18/23 08:12AM] Player picked up item: Coin, id: 995, amount: 2077078, owner: Forest	
[4/18/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Forest	
[4/18/23 08:33AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Forest	
[4/18/23 08:39AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Forest	
[4/18/23 08:42AM] Player picked up item: Coin, id: 995, amount: 1724433, owner: Forest	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Forest	
[4/18/23 08:42AM] Player picked up item: Coin, id: 995, amount: 3455154, owner: Forest	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Forest	
[4/18/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Forest	
[4/18/23 08:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Forest	
[4/18/23 08:45AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Forest	
[4/18/23 08:48AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Forest	
[4/18/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Forest	
[4/18/23 08:49AM] Player picked up item: Coin, id: 995, amount: 800, owner: Forest	
[4/18/23 08:55AM] Player picked up item: Coin, id: 995, amount: 5400, owner: Forest	
[4/18/23 09:01AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Forest	
[4/18/23 09:07AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Forest	
[4/18/23 09:12AM] Player picked up item: Coin, id: 995, amount: 2467050, owner: Forest	
[4/18/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Forest	
[4/18/23 09:14AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Forest	
[4/18/23 09:14AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Forest	
[4/18/23 09:27AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Forest	
[4/18/23 09:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Forest	
[4/18/23 09:37AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Forest	
[4/18/23 09:38AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Forest	
[4/18/23 09:42AM] Player picked up item: Coin, id: 995, amount: 2251674, owner: Forest	
[4/18/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Forest	
[4/18/23 09:49AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Forest	
[4/18/23 09:49AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Forest	
[4/18/23 09:51AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Forest	
[4/18/23 09:53AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Forest	
[4/18/23 09:55AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Forest	
[4/18/23 09:58AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Forest	
[4/18/23 09:59AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Forest	
[4/18/23 09:59AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Forest	
[4/18/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Forest	
[4/18/23 10:01AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Forest	
[4/18/23 10:03AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Forest	
[4/18/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Forest	
[4/18/23 10:03AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Forest	
[4/18/23 10:03AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Forest	
[4/18/23 10:03AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Forest	
[4/18/23 10:14AM] Player picked up item: Coin, id: 995, amount: 1725904, owner: Forest	
[4/18/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Forest	
[4/18/23 10:18AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Forest	
[4/18/23 10:22AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Forest	
[4/18/23 10:24AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Forest	
[4/18/23 10:29AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Forest	
[4/18/23 10:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Forest	
[4/18/23 10:42AM] Player picked up item: Coin, id: 995, amount: 2289539, owner: Forest	
[4/18/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Forest	
[4/18/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Forest	
[4/18/23 10:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Forest	
[4/18/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Forest	
[4/18/23 10:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Forest	
[4/18/23 10:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Forest	
[4/18/23 10:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Forest	
[4/18/23 10:57AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Forest	
[4/18/23 10:57AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Forest	
[4/18/23 10:59AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Forest	
[4/18/23 10:59AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Forest	
[4/18/23 11:00AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Forest	
[4/18/23 11:01AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Forest	
[4/18/23 11:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Forest	
[4/18/23 11:06AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Forest	
[4/18/23 11:06AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Forest	
[4/18/23 11:06AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Forest	
[4/18/23 11:06AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Forest	
[4/18/23 11:06AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Forest	
[4/18/23 11:06AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Forest	
[4/18/23 11:08AM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Forest	
[4/18/23 11:10AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Forest	
[4/18/23 11:12AM] Player picked up item: Coin, id: 995, amount: 1182996, owner: Forest	
[4/18/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Forest	
[4/18/23 11:21AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Forest	
[4/18/23 11:39AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Forest	
[4/18/23 11:41AM] Player picked up item: Coin, id: 995, amount: 1626784, owner: Forest	
[4/18/23 11:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Forest	
[4/18/23 12:01PM] Player picked up item: Inferno Legs, id: 13304, amount: 1, owner: Forest	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 1568285, owner: Forest	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Forest	
[4/18/23 12:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Forest	
[4/18/23 12:17PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Forest	
[4/18/23 04:11PM] Player picked up item: Coin, id: 995, amount: 2139489, owner: Forest	
[4/18/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Forest	
[4/18/23 04:13PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Forest	
[4/18/23 04:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Forest	
[4/18/23 04:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Forest	
[4/18/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Forest	
[4/18/23 04:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Forest	
[4/18/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Forest	
[4/18/23 04:25PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Forest	
[4/18/23 04:25PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Forest	
[4/18/23 04:39PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Forest	
[4/18/23 04:39PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Forest	
[4/18/23 04:39PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Forest	
[4/18/23 04:40PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Forest	
[4/18/23 04:40PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Forest	
[4/18/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Forest	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Forest	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Forest	
[4/18/23 04:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Forest	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Forest	
[4/18/23 04:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Forest	
[4/18/23 04:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Forest	
[4/18/23 04:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Forest	
[4/18/23 04:54PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Forest	
[4/18/23 04:54PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Forest	
[4/18/23 04:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Forest	
[4/18/23 04:56PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Forest	
[4/18/23 04:56PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Forest	
[4/18/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Forest	
[4/18/23 05:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Forest	
[4/18/23 05:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Forest	
[4/18/23 05:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Forest	
[4/18/23 05:30PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Forest	
[4/18/23 05:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Forest	
[4/18/23 05:32PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Forest	
[4/18/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Forest	
[4/18/23 05:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Forest	
[4/18/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Forest	
[4/18/23 05:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Forest	
[4/18/23 05:43PM] Player picked up item: Coin, id: 995, amount: 2312088, owner: Forest	
[4/18/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Forest	
[4/18/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Forest	
[4/18/23 05:52PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Forest	
[4/18/23 05:54PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Forest	
[4/18/23 05:54PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Forest	
[4/18/23 05:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Forest	
[4/18/23 05:55PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Forest	
[4/18/23 05:56PM] Player picked up item: Lava bones, id: 2023, amount: 14, owner: Forest	
[4/18/23 06:00PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Forest	
[4/18/23 06:13PM] Player picked up item: Coin, id: 995, amount: 2330550, owner: Forest	
[4/18/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Forest	
[4/18/23 06:17PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Forest	
[4/18/23 06:20PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Forest	
[4/20/23 06:12AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Forest	
[4/20/23 02:52PM] Player picked up item: Fury shark, id: 17818, amount: 100, owner: Palestine	
[4/20/23 05:07PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Olliv1125	
[4/21/23 08:39AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/21/23 03:38PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/26/23 09:08AM] Player picked up item: Coin, id: 995, amount: 12252740, owner: Forest	
[4/26/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Forest	
