[4/20/23 04:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 04:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kalb	
[4/20/23 04:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 04:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kalb	
[4/20/23 04:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kalb	
[4/20/23 04:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kalb	
[4/20/23 04:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 04:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kalb	
[4/20/23 04:46AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Kalb	
[4/20/23 04:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kalb	
[4/20/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 04:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kalb	
[4/20/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kalb	
[4/20/23 04:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kalb	
[4/20/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 04:51AM] Player picked up item: Coin, id: 995, amount: 1020877, owner: Kalb	
[4/20/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kalb	
[4/20/23 08:36AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Kalb	
[4/20/23 08:38AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Kalb	
[4/20/23 08:39AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Kalb	
[4/20/23 08:39AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Kalb	
[4/20/23 08:41AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Kalb	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kalb	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kalb	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kalb	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kalb	
[4/20/23 08:45AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Kalb	
[4/20/23 08:48AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Kalb	
[4/20/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kalb	
[4/20/23 08:51AM] Player picked up item: Coin, id: 995, amount: 1856056, owner: Kalb	
[4/20/23 08:57AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Kalb	
