[4/18/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cindy	
[4/18/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
[4/18/23 10:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cindy	
[4/18/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cindy	
