[4/20/23 07:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Blind Shit	
[4/20/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 07:32AM] Player picked up item: Coin, id: 995, amount: 100, owner: Blind Shit	
[4/20/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 07:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Blind Shit	
[4/20/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 07:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Blind Shit	
[4/20/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 07:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Blind Shit	
[4/20/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 07:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Blind Shit	
[4/20/23 07:35AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Blind Shit	
[4/20/23 07:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Blind Shit	
[4/20/23 07:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 07:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Blind Shit	
[4/20/23 07:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 07:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Blind Shit	
[4/20/23 07:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 07:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Blind Shit	
[4/20/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 07:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Blind Shit	
[4/20/23 07:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ants	
[4/20/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ants	
[4/20/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 07:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 07:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Blind Shit	
[4/20/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 07:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Blind Shit	
[4/20/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 07:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Blind Shit	
[4/20/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Blind Shit	
[4/20/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Blind Shit	
[4/20/23 08:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Blind Shit	
[4/20/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 08:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Blind Shit	
[4/20/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 08:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Blind Shit	
[4/20/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 08:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Blind Shit	
[4/20/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 08:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Blind Shit	
[4/20/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 08:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Blind Shit	
[4/20/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 08:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Coin, id: 995, amount: 900, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Coin, id: 995, amount: 900, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Coin, id: 995, amount: 900, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Blind Shit	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Blind Shit	
[4/20/23 08:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Blind Shit	
[4/20/23 08:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Blind Shit	
[4/20/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 08:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Blind Shit	
[4/20/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blind Shit	
[4/20/23 08:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: Blind Shit	
[4/20/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blind Shit	
[4/20/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Blind Shit	
[4/20/23 08:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: Blind Shit	
