[4/18/23 03:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hoosierdaddy	
[4/18/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hoosierdaddy	
[4/18/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hoosierdaddy	
[4/18/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hoosierdaddy	
[4/18/23 03:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hoosierdaddy	
[4/18/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:43PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hoosierdaddy	
[4/18/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hoosierdaddy	
[4/18/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
[4/18/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hoosierdaddy	
