[4/19/23 02:15PM] Player picked up item: Coin, id: 995, amount: 1092141, owner: Black Ear	
[4/19/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Black Ear	
[4/19/23 02:17PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Black Ear	
[4/19/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Black Ear	
[4/19/23 02:18PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Black Ear	
[4/19/23 02:24PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Black Ear	
[4/19/23 02:26PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Black Ear	
[4/19/23 02:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Black Ear	
[4/19/23 02:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Black Ear	
[4/19/23 02:37PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Black Ear	
[4/19/23 02:37PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Black Ear	
[4/19/23 02:38PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Black Ear	
[4/19/23 02:41PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Black Ear	
[4/19/23 02:41PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Black Ear	
[4/19/23 02:42PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Black Ear	
[4/19/23 02:42PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Black Ear	
[4/19/23 02:45PM] Player picked up item: Coin, id: 995, amount: 2159206, owner: Black Ear	
[4/19/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Black Ear	
[4/19/23 02:47PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Black Ear	
[4/19/23 02:47PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Black Ear	
[4/19/23 02:47PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Black Ear	
[4/19/23 02:47PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Black Ear	
[4/19/23 02:52PM] Player picked up item: Coin, id: 995, amount: 900, owner: Black Ear	
[4/19/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Black Ear	
[4/19/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Black Ear	
[4/19/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Black Ear	
[4/19/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Black Ear	
[4/19/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Black Ear	
[4/19/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Black Ear	
[4/19/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Black Ear	
[4/19/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Black Ear	
[4/19/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Black Ear	
[4/19/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Black Ear	
[4/19/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Black Ear	
[4/19/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Black Ear	
[4/19/23 03:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Black Ear	
[4/19/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Black Ear	
[4/19/23 03:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Black Ear	
[4/19/23 03:20PM] Player picked up item: Titan Body, id: 8804, amount: 1, owner: Kinda Savage	
[4/19/23 03:20PM] Player picked up item: Unknown Body, id: 21043, amount: 1, owner: Kinda Savage	
[4/19/23 03:20PM] Player picked up item: Titan Chaps, id: 8805, amount: 1, owner: Kinda Savage	
[4/19/23 03:20PM] Player picked up item: Unknown Body, id: 21043, amount: 1, owner: Kinda Savage	
[4/19/23 03:20PM] Player picked up item: Godly Boots, id: 14053, amount: 1, owner: Kinda Savage	
[4/19/23 03:28PM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Black Ear	
[4/19/23 03:29PM] Player picked up item: Aberrant Body, id: 20593, amount: 1, owner: Black Ear	
[4/19/23 03:40PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Black Ear	
[4/19/23 03:45PM] Player picked up item: Coin, id: 995, amount: 2248875, owner: Black Ear	
[4/19/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Black Ear	
[4/19/23 03:53PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Black Ear	
[4/19/23 03:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Black Ear	
[4/19/23 04:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Black Ear	
[4/20/23 03:52AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Black Ear	
[4/20/23 03:54AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Black Ear	
