[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Saladin	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Saladin	
[4/15/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Saladin	
[4/15/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Saladin	
[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 600, owner: Saladin	
[4/15/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:45AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Saladin	
[4/15/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Saladin	
[4/15/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Saladin	
[4/15/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Saladin	
[4/15/23 09:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Saladin	
[4/15/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Saladin	
[4/15/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Saladin	
[4/15/23 09:59AM] Player picked up item: Coin, id: 995, amount: 1997806, owner: Saladin	
[4/15/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 10:00AM] Player picked up item: Coin, id: 995, amount: 500, owner: Saladin	
[4/15/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 10:00AM] Player picked up item: Coin, id: 995, amount: 500, owner: Saladin	
[4/15/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 10:07AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Saladin	
[4/15/23 10:09AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Saladin	
[4/15/23 10:10AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Saladin	
[4/15/23 10:10AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Saladin	
[4/15/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 10:12AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Saladin	
[4/15/23 10:15AM] Player picked up item: Coin, id: 995, amount: 800, owner: Saladin	
[4/15/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 10:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Saladin	
[4/15/23 10:16AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Saladin	
[4/15/23 10:16AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Saladin	
[4/15/23 10:16AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Saladin	
[4/15/23 10:17AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Saladin	
[4/15/23 10:17AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Saladin	
[4/15/23 10:17AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Saladin	
[4/15/23 10:17AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Saladin	
[4/15/23 10:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: Saladin	
[4/15/23 10:18AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Saladin	
[4/15/23 10:18AM] Player picked up item: Coin, id: 995, amount: 800, owner: Saladin	
[4/15/23 10:21AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Saladin	
[4/15/23 10:21AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Saladin	
[4/15/23 10:21AM] Player picked up item: Coin, id: 995, amount: 900, owner: Saladin	
[4/15/23 10:22AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Saladin	
[4/15/23 10:22AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Saladin	
[4/15/23 10:24AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Saladin	
[4/15/23 10:26AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Saladin	
[4/15/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Saladin	
[4/15/23 10:29AM] Player picked up item: Coin, id: 995, amount: 4128943, owner: Saladin	
[4/15/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Saladin	
[4/15/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Saladin	
[4/15/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Saladin	
[4/15/23 10:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Saladin	
[4/15/23 10:31AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Saladin	
[4/15/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 10:33AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Saladin	
[4/15/23 10:33AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Saladin	
[4/15/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Saladin	
[4/15/23 10:34AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Saladin	
[4/15/23 10:34AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Saladin	
[4/15/23 10:35AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Saladin	
[4/15/23 10:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Saladin	
[4/15/23 10:38AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Saladin	
[4/15/23 10:40AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Saladin	
[4/15/23 10:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Saladin	
[4/15/23 10:48AM] Player picked up item: Patience bow, id: 23039, amount: 1, owner: Saladin	
[4/15/23 10:51AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Saladin	
[4/15/23 10:52AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Saladin	
[4/15/23 10:53AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Saladin	
[4/15/23 10:55AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Saladin	
[4/15/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Saladin	
[4/15/23 10:57AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Saladin	
[4/15/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Saladin	
[4/15/23 10:58AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Saladin	
[4/15/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Saladin	
[4/15/23 11:00AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Saladin	
[4/15/23 11:01AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Saladin	
[4/15/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Saladin	
[4/15/23 11:02AM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Saladin	
[4/15/23 11:04AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Saladin	
[4/15/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Saladin	
[4/15/23 11:05AM] Player picked up item: Forsaken Body, id: 14911, amount: 1, owner: Saladin	
[4/15/23 11:10AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Saladin	
[4/15/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Saladin	
[4/15/23 11:13AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Saladin	
[4/15/23 11:14AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Saladin	
[4/15/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Saladin	
[4/15/23 11:14AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Saladin	
[4/15/23 11:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Saladin	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Saladin	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Saladin	
[4/15/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Saladin	
[4/15/23 02:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Saladin	
[4/15/23 03:01PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Saladin	
[4/15/23 03:01PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Saladin	
[4/15/23 03:02PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Saladin	
[4/15/23 03:02PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Saladin	
[4/15/23 03:03PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Saladin	
[4/15/23 03:03PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Saladin	
[4/15/23 03:03PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Saladin	
[4/15/23 03:05PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Saladin	
[4/15/23 03:52PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Saladin	
[4/15/23 05:44PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Saladin	
[4/15/23 05:45PM] Player picked up item: Patience bow, id: 23039, amount: 1, owner: Saladin	
[4/16/23 11:10AM] Player picked up item: Tormented Sword, id: 21048, amount: 1, owner: Saladin	
[4/16/23 11:19AM] Player picked up item: Aberrant Cape, id: 4367, amount: 1, owner: Saladin	
[4/17/23 05:24AM] Player picked up item: Forsaken Helm, id: 14910, amount: 1, owner: Saladin	
[4/21/23 03:41PM] Player picked up item: Gold Enhancement, id: 17391, amount: 1, owner: Saladin	
[4/22/23 08:22AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Saladin	
