[4/21/23 05:05AM] Player picked up item: Coin, id: 995, amount: 1723393, owner: Dark	
[4/21/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dark	
[4/21/23 05:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dark	
[4/21/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 05:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dark	
[4/21/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 05:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dark	
[4/21/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 05:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dark	
[4/21/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 05:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dark	
[4/21/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 05:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dark	
[4/21/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dark	
[4/21/23 05:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dark	
[4/21/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 05:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dark	
[4/21/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dark	
[4/21/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dark	
[4/21/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dark	
[4/21/23 05:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dark	
[4/21/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dark	
[4/21/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 05:19AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dark	
[4/21/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 05:19AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Dark	
[4/21/23 05:19AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dark	
[4/21/23 05:20AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dark	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dark	
[4/21/23 05:20AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dark	
[4/21/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Dark	
[4/21/23 05:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dark	
[4/21/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dark	
[4/21/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dark	
[4/21/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Dark	
[4/21/23 05:26AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Dark	
[4/21/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Dark	
[4/21/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Dark	
[4/21/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dark	
[4/21/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 05:34AM] Player picked up item: Coin, id: 995, amount: 2328418, owner: Dark	
[4/21/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dark	
[4/21/23 05:35AM] Player picked up item: Coin, id: 995, amount: 2807322, owner: Dark	
[4/21/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dark	
[4/21/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dark	
[4/21/23 05:49AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Dark	
[4/21/23 05:50AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Dark	
[4/21/23 05:50AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Dark	
[4/21/23 05:50AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Dark	
[4/21/23 05:50AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Dark	
[4/21/23 05:51AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dark	
[4/21/23 05:51AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dark	
[4/21/23 05:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dark	
[4/21/23 05:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dark	
[4/21/23 05:52AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Dark	
[4/21/23 05:53AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Dark	
[4/21/23 05:53AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Dark	
[4/21/23 05:53AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dark	
[4/21/23 05:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 05:53AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Dark	
[4/21/23 05:55AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Dark	
[4/21/23 05:55AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Dark	
[4/21/23 05:55AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Dark	
[4/21/23 05:55AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Dark	
[4/21/23 05:56AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dark	
[4/21/23 05:56AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dark	
[4/21/23 05:56AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Dark	
[4/21/23 05:56AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Dark	
[4/21/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Dark	
[4/21/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Dark	
[4/21/23 05:58AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dark	
[4/21/23 05:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dark	
[4/21/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Dark	
[4/21/23 05:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dark	
[4/21/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 06:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dark	
[4/21/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dark	
[4/21/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dark	
[4/21/23 06:00AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dark	
[4/21/23 06:00AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Dark	
[4/21/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dark	
[4/21/23 06:01AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Dark	
[4/21/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 06:01AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dark	
[4/21/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 06:01AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dark	
[4/21/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 06:04AM] Player picked up item: Coin, id: 995, amount: 1013282, owner: Dark	
[4/21/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dark	
[4/21/23 06:34AM] Player picked up item: Coin, id: 995, amount: 1659687, owner: Dark	
[4/21/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dark	
[4/21/23 06:39AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dark	
[4/21/23 06:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Dark	
[4/21/23 06:59AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Dark	
[4/21/23 07:05AM] Player picked up item: Coin, id: 995, amount: 2216808, owner: Dark	
[4/21/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dark	
[4/21/23 07:09AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dark	
[4/21/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 07:10AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Dark	
[4/21/23 07:10AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Dark	
[4/21/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 07:12AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dark	
[4/21/23 07:13AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dark	
[4/21/23 07:13AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Dark	
[4/21/23 07:13AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Dark	
[4/21/23 07:13AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Dark	
[4/21/23 07:13AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dark	
[4/21/23 07:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dark	
[4/21/23 07:17AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dark	
[4/21/23 07:17AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dark	
[4/21/23 07:18AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dark	
[4/21/23 07:21AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dark	
[4/21/23 07:21AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dark	
[4/21/23 07:22AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Dark	
[4/21/23 07:22AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Dark	
[4/21/23 07:22AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Dark	
[4/21/23 07:22AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dark	
[4/21/23 07:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 07:27AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dark	
[4/21/23 07:27AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Dark	
[4/21/23 07:27AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dark	
[4/21/23 07:27AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dark	
[4/21/23 07:27AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dark	
[4/21/23 07:30AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Dark	
[4/21/23 07:30AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dark	
[4/21/23 07:31AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dark	
[4/21/23 07:32AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Dark	
[4/21/23 07:32AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Dark	
[4/21/23 07:32AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dark	
[4/21/23 07:32AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Dark	
[4/21/23 07:34AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Dark	
[4/21/23 07:34AM] Player picked up item: Coin, id: 995, amount: 28000, owner: Dark	
[4/21/23 07:34AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Dark	
[4/21/23 07:34AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Dark	
[4/21/23 07:34AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dark	
[4/21/23 07:34AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dark	
[4/21/23 07:34AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dark	
[4/21/23 07:34AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dark	
[4/21/23 07:35AM] Player picked up item: Coin, id: 995, amount: 28000, owner: Dark	
[4/21/23 07:35AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Dark	
[4/21/23 07:35AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dark	
[4/21/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
