[4/19/23 07:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Val	
[4/19/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Val	
[4/19/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: St00ned	
[4/19/23 07:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: St00ned	
[4/19/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: St00ned	
[4/19/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: St00ned	
[4/19/23 07:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: St00ned	
[4/19/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: St00ned	
[4/19/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: St00ned	
[4/19/23 07:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: St00ned	
[4/19/23 07:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: St00ned	
[4/19/23 07:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: St00ned	
[4/19/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: St00ned	
[4/19/23 07:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: St00ned	
[4/19/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: St00ned	
[4/19/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: St00ned	
[4/19/23 07:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: St00ned	
[4/19/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: St00ned	
[4/19/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: St00ned	
[4/19/23 07:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: St00ned	
[4/19/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: St00ned	
[4/19/23 07:50AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: St00ned	
[4/19/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: St00ned	
[4/19/23 07:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: St00ned	
[4/19/23 07:56AM] Player picked up item: Coin, id: 995, amount: 500, owner: St00ned	
[4/19/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: St00ned	
[4/19/23 07:57AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: St00ned	
[4/19/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: St00ned	
[4/19/23 07:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: St00ned	
[4/19/23 08:00AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: St00ned	
[4/19/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: St00ned	
[4/19/23 08:07AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: St00ned	
[4/19/23 08:07AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: St00ned	
[4/19/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: St00ned	
[4/19/23 08:07AM] Player picked up item: Coin, id: 995, amount: 700, owner: St00ned	
[4/19/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: St00ned	
[4/19/23 08:08AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: St00ned	
[4/19/23 08:08AM] Player picked up item: Coin, id: 995, amount: 700, owner: St00ned	
[4/19/23 08:08AM] Player picked up item: Coin, id: 995, amount: 2100, owner: St00ned	
[4/19/23 08:08AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: St00ned	
[4/19/23 08:08AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: St00ned	
[4/19/23 08:09AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: St00ned	
[4/19/23 08:09AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: St00ned	
[4/19/23 08:10AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: St00ned	
[4/19/23 08:12AM] Player picked up item: Coin, id: 995, amount: 1600, owner: St00ned	
[4/19/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: St00ned	
[4/19/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: St00ned	
[4/19/23 08:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: St00ned	
[4/19/23 08:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: St00ned	
