[4/18/23 06:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lauren	
[4/18/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lauren	
[4/18/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lauren	
[4/18/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lauren	
[4/18/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lauren	
[4/18/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lauren	
[4/18/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lauren	
[4/18/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lauren	
[4/18/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lauren	
[4/18/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lauren	
[4/18/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lauren	
[4/18/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lauren	
[4/18/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lauren	
[4/18/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lauren	
[4/18/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Lauren	
[4/18/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lauren	
[4/18/23 06:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lauren	
[4/18/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lauren	
[4/18/23 06:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lauren	
[4/18/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lauren	
[4/18/23 06:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lauren	
[4/18/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lauren	
[4/18/23 06:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Lauren	
