[4/21/23 07:35AM] Player picked up item: Coin, id: 995, amount: 2520057, owner: Babayaga	
[4/21/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Babayaga	
[4/21/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 07:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Babayaga	
[4/21/23 07:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Babayaga	
[4/21/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 07:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Babayaga	
[4/21/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 07:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Babayaga	
[4/21/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 07:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Babayaga	
[4/21/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 07:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Babayaga	
[4/21/23 07:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Babayaga	
[4/21/23 08:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Babayaga	
[4/21/23 08:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Babayaga	
[4/21/23 08:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Babayaga	
[4/21/23 08:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Babayaga	
[4/21/23 08:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Babayaga	
[4/21/23 08:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Babayaga	
[4/21/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Babayaga	
[4/21/23 08:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Babayaga	
[4/21/23 08:05AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Babayaga	
[4/21/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Babayaga	
[4/21/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Babayaga	
[4/21/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Babayaga	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:09AM] Player picked up item: Coin, id: 995, amount: 400, owner: Babayaga	
[4/21/23 08:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
