[4/16/23 09:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Isyutaru	
[4/16/23 09:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Isyutaru	
[4/16/23 09:41PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Isyutaru	
[4/16/23 09:42PM] Player picked up item: Coin, id: 995, amount: 2772182, owner: Isyutaru	
[4/16/23 09:42PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Isyutaru	
[4/16/23 09:43PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Isyutaru	
[4/16/23 09:43PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Isyutaru	
[4/16/23 09:44PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Isyutaru	
[4/16/23 09:44PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Isyutaru	
[4/16/23 09:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Isyutaru	
[4/16/23 09:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Isyutaru	
[4/16/23 09:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Isyutaru	
[4/16/23 09:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isyutaru	
[4/16/23 09:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Isyutaru	
[4/16/23 09:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isyutaru	
[4/16/23 09:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Isyutaru	
[4/16/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isyutaru	
[4/16/23 09:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Isyutaru	
[4/16/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isyutaru	
[4/16/23 09:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Isyutaru	
[4/16/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isyutaru	
[4/16/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isyutaru	
[4/16/23 09:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Isyutaru	
[4/16/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Isyutaru	
[4/16/23 09:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Isyutaru	
[4/16/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isyutaru	
[4/16/23 09:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Isyutaru	
[4/16/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isyutaru	
[4/16/23 09:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Isyutaru	
[4/16/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isyutaru	
[4/16/23 09:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Isyutaru	
[4/16/23 09:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Isyutaru	
[4/16/23 09:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Isyutaru	
[4/16/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isyutaru	
[4/16/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isyutaru	
[4/16/23 09:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Isyutaru	
[4/16/23 10:12PM] Player picked up item: Coin, id: 995, amount: 1837313, owner: Isyutaru	
[4/16/23 10:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Isyutaru	
[4/16/23 10:19PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Isyutaru	
[4/16/23 10:22PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Isyutaru	
[4/16/23 10:23PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Isyutaru	
[4/16/23 10:25PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Isyutaru	
