[4/18/23 11:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/18/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/18/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/18/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/18/23 11:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/18/23 11:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:32AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/18/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:32AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/18/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/18/23 11:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/18/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/18/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/18/23 11:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/18/23 11:37AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Vaasje	
[4/18/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/18/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/18/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/18/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/18/23 11:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/18/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vaasje	
[4/18/23 11:39AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Vaasje	
[4/18/23 11:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/18/23 11:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:41AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Vaasje	
[4/18/23 11:41AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vaasje	
[4/18/23 11:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:41AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vaasje	
[4/18/23 11:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:42AM] Player picked up item: Coin, id: 995, amount: 1132789, owner: Vaasje	
[4/18/23 11:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaasje	
[4/18/23 11:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vaasje	
[4/18/23 11:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:43AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vaasje	
[4/18/23 11:43AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Vaasje	
[4/18/23 11:43AM] Player picked up item: Coin, id: 995, amount: 900, owner: Vaasje	
[4/18/23 11:43AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Vaasje	
[4/18/23 11:44AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Vaasje	
[4/18/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vaasje	
[4/18/23 11:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vaasje	
[4/18/23 11:44AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vaasje	
[4/18/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vaasje	
[4/18/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:46AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaasje	
[4/18/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Vaasje	
[4/18/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vaasje	
[4/18/23 11:50AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vaasje	
[4/18/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:50AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vaasje	
[4/18/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:51AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Vaasje	
[4/18/23 11:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vaasje	
[4/18/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:52AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vaasje	
[4/18/23 11:52AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vaasje	
[4/18/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vaasje	
[4/18/23 11:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vaasje	
[4/18/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vaasje	
[4/18/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 11:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vaasje	
[4/18/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Vaasje	
[4/18/23 12:02PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Vaasje	
[4/18/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 12:03PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vaasje	
[4/18/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Vaasje	
[4/18/23 12:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Vaasje	
[4/18/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 12:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Vaasje	
[4/18/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vaasje	
[4/18/23 12:03PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Vaasje	
[4/18/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vaasje	
[4/18/23 12:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Vaasje	
[4/18/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 12:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: Vaasje	
[4/18/23 12:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: Vaasje	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 12:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: Vaasje	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Vaasje	
[4/18/23 12:06PM] Player picked up item: Coin, id: 995, amount: 500, owner: Vaasje	
[4/18/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 12:06PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Vaasje	
[4/18/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Vaasje	
[4/18/23 12:06PM] Player picked up item: Coin, id: 995, amount: 500, owner: Vaasje	
