[4/15/23 06:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mastercroz	
[4/15/23 06:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mastercroz	
[4/15/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mastercroz	
[4/15/23 06:46PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mastercroz	
[4/15/23 06:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mastercroz	
[4/15/23 06:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mastercroz	
[4/15/23 06:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mastercroz	
[4/15/23 06:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mastercroz	
[4/15/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mastercroz	
[4/15/23 06:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mastercroz	
[4/15/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mastercroz	
[4/15/23 06:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mastercroz	
[4/15/23 06:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mastercroz	
[4/15/23 06:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mastercroz	
[4/15/23 06:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mastercroz	
[4/15/23 06:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mastercroz	
[4/15/23 06:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mastercroz	
[4/15/23 06:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mastercroz	
[4/15/23 06:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mastercroz	
[4/15/23 06:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mastercroz	
[4/15/23 06:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mastercroz	
[4/15/23 06:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
