[4/22/23 06:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Oxvici	
[4/22/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oxvici	
[4/22/23 06:09PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Oxvici	
[4/22/23 06:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Oxvici	
[4/22/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Oxvici	
[4/22/23 06:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Oxvici	
[4/22/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oxvici	
[4/22/23 06:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Oxvici	
[4/22/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oxvici	
[4/22/23 06:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Oxvici	
[4/22/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Oxvici	
[4/22/23 06:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Oxvici	
[4/22/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oxvici	
[4/22/23 06:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Oxvici	
[4/22/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oxvici	
[4/22/23 06:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Oxvici	
[4/22/23 06:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Oxvici	
[4/22/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oxvici	
[4/22/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oxvici	
[4/22/23 06:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Oxvici	
[4/22/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Oxvici	
[4/22/23 06:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Oxvici	
[4/22/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oxvici	
[4/22/23 06:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Oxvici	
[4/22/23 06:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Oxvici	
[4/22/23 06:13PM] Player picked up item: Coin, id: 995, amount: 800, owner: Oxvici	
[4/22/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Oxvici	
[4/22/23 06:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Oxvici	
[4/22/23 06:23PM] Player picked up item: Coin, id: 995, amount: 500, owner: Oxvici	
[4/22/23 06:31PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Oxvici	
[4/22/23 06:32PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Oxvici	
[4/22/23 06:39PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Oxvici	
[4/22/23 06:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oxvici	
[4/22/23 06:44PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Oxvici	
[4/22/23 06:50PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Oxvici	
[4/22/23 06:50PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Oxvici	
[4/22/23 06:50PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Oxvici	
[4/22/23 06:50PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Oxvici	
[4/22/23 06:52PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Oxvici	
[4/22/23 06:52PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Oxvici	
[4/22/23 06:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Oxvici	
[4/22/23 06:53PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Oxvici	
[4/22/23 06:53PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Oxvici	
[4/22/23 06:53PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Oxvici	
[4/22/23 06:54PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Oxvici	
[4/22/23 06:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Oxvici	
[4/22/23 07:04PM] Player picked up item: Coin, id: 995, amount: 1214775, owner: Oxvici	
[4/22/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Oxvici	
[4/22/23 07:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Oxvici	
[4/22/23 07:09PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Oxvici	
[4/22/23 07:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oxvici	
[4/22/23 07:10PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Oxvici	
[4/22/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oxvici	
[4/22/23 07:11PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Oxvici	
[4/22/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oxvici	
[4/22/23 07:15PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Oxvici	
[4/22/23 07:16PM] Player picked up item: Coin, id: 995, amount: 800, owner: Oxvici	
[4/22/23 07:16PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Oxvici	
[4/22/23 07:17PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Oxvici	
[4/22/23 07:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Oxvici	
[4/22/23 07:34PM] Player picked up item: Coin, id: 995, amount: 1965029, owner: Oxvici	
[4/22/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Oxvici	
[4/22/23 07:35PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Oxvici	
[4/22/23 07:35PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Oxvici	
[4/22/23 07:35PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Oxvici	
[4/22/23 07:37PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Oxvici	
[4/22/23 07:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Oxvici	
[4/22/23 07:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Oxvici	
[4/22/23 07:40PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Oxvici	
[4/22/23 07:40PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Oxvici	
[4/22/23 07:40PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Slayer	
[4/22/23 07:42PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Oxvici	
[4/22/23 07:42PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Oxvici	
[4/22/23 07:44PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Oxvici	
[4/22/23 07:48PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Oxvici	
[4/22/23 07:48PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Oxvici	
[4/22/23 07:48PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Oxvici	
[4/22/23 07:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Oxvici	
[4/22/23 07:51PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Oxvici	
[4/22/23 07:51PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Oxvici	
[4/22/23 07:51PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Oxvici	
[4/22/23 07:53PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Oxvici	
[4/22/23 07:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Oxvici	
[4/22/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oxvici	
[4/22/23 07:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Oxvici	
[4/22/23 08:13PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Oxvici	
[4/27/23 07:36PM] Player picked up item: Coin, id: 995, amount: 2399566, owner: Oxvici	
[4/27/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Oxvici	
