[4/19/23 05:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheech	
[4/19/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 05:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 05:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheech	
[4/19/23 05:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheech	
[4/19/23 05:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheech	
[4/19/23 05:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheech	
[4/19/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 05:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheech	
[4/19/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 05:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheech	
[4/19/23 06:23AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Cheech	
[4/19/23 06:23AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cheech	
[4/19/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cheech	
[4/19/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheech	
[4/19/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheech	
[4/19/23 06:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheech	
[4/19/23 06:24AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Cheech	
[4/19/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cheech	
[4/19/23 06:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cheech	
[4/19/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheech	
[4/19/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheech	
[4/19/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheech	
[4/19/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheech	
[4/19/23 06:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheech	
[4/19/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cheech	
[4/19/23 06:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheech	
[4/19/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cheech	
[4/19/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 06:27AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cheech	
[4/19/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:28AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cheech	
[4/19/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:29AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:29AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:30AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:30AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cheech	
[4/19/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 06:30AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cheech	
[4/19/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:31AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cheech	
[4/19/23 06:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Cheech	
[4/19/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 06:34AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cheech	
[4/19/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:34AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cheech	
[4/19/23 06:35AM] Player picked up item: Starter Staff, id: 22092, amount: 1, owner: Cheech	
[4/19/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:35AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cheech	
[4/19/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Cheech	
[4/19/23 06:36AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cheech	
[4/19/23 06:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cheech	
[4/19/23 06:37AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Cheech	
[4/19/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:37AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cheech	
[4/19/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Cheech	
[4/19/23 06:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cheech	
[4/19/23 06:37AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cheech	
[4/19/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 06:38AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cheech	
[4/19/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cheech	
[4/19/23 06:38AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cheech	
[4/19/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 06:39AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cheech	
[4/19/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 06:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cheech	
[4/19/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cheech	
[4/19/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cheech	
[4/19/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cheech	
[4/19/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cheech	
[4/19/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cheech	
[4/19/23 06:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Cheech	
[4/19/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
