[4/15/23 06:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Toxic	
[4/15/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:17AM] Player picked up item: Coin, id: 995, amount: 100, owner: Toxic	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:17AM] Player picked up item: Coin, id: 995, amount: 100, owner: Toxic	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:17AM] Player picked up item: Coin, id: 995, amount: 100, owner: Toxic	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jax	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jax	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jax	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jax	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jax	
[4/15/23 06:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Toxic	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Toxic	
[4/15/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Toxic	
[4/15/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Toxic	
