[4/21/23 04:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Staypufd	
[4/21/23 04:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:01AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Staypufd	
[4/21/23 04:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Staypufd	
[4/21/23 04:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Staypufd	
[4/21/23 04:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Staypufd	
[4/21/23 04:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Staypufd	
[4/21/23 04:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Staypufd	
[4/21/23 04:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Staypufd	
[4/21/23 04:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:05AM] Player picked up item: Coin, id: 995, amount: 1775991, owner: Staypufd	
[4/21/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Staypufd	
[4/21/23 04:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Staypufd	
[4/21/23 04:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Staypufd	
[4/21/23 04:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Staypufd	
[4/21/23 04:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Staypufd	
[4/21/23 04:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Staypufd	
[4/21/23 04:10AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Staypufd	
[4/21/23 04:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Staypufd	
[4/21/23 04:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Staypufd	
[4/21/23 04:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Staypufd	
[4/21/23 04:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Staypufd	
[4/21/23 04:10AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Staypufd	
[4/21/23 04:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Staypufd	
[4/21/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Staypufd	
[4/21/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Staypufd	
[4/21/23 04:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Staypufd	
[4/21/23 04:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Staypufd	
[4/21/23 04:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Staypufd	
[4/21/23 04:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Staypufd	
[4/21/23 04:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Staypufd	
[4/21/23 04:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Staypufd	
[4/21/23 04:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Staypufd	
[4/21/23 04:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Staypufd	
[4/21/23 04:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Staypufd	
[4/21/23 04:14AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Staypufd	
[4/21/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Staypufd	
[4/21/23 04:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: Staypufd	
[4/21/23 04:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Staypufd	
[4/21/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Staypufd	
[4/21/23 04:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Staypufd	
[4/21/23 04:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Staypufd	
[4/21/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Staypufd	
[4/21/23 04:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Staypufd	
