[4/15/23 03:27PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Esso	
[4/15/23 03:27PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Esso	
[4/15/23 03:31PM] Player picked up item: Coin, id: 995, amount: 1782229, owner: Esso	
[4/15/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Esso	
[4/15/23 03:33PM] Player picked up item: Coin, id: 995, amount: 3623441, owner: Esso	
[4/15/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Esso	
[4/15/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Esso	
[4/15/23 03:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Esso	
[4/15/23 03:41PM] Player picked up item: Coin, id: 995, amount: 600, owner: Esso	
[4/15/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Esso	
[4/15/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Esso	
[4/15/23 03:47PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Esso	
[4/15/23 03:48PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Esso	
[4/15/23 03:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Esso	
[4/15/23 03:49PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Esso	
[4/15/23 03:49PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Esso	
[4/15/23 03:57PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Esso	
[4/15/23 03:58PM] Player picked up item: Coin, id: 995, amount: 800, owner: Esso	
[4/15/23 03:58PM] Player picked up item: Coin, id: 995, amount: 800, owner: Esso	
[4/15/23 03:58PM] Player picked up item: Coin, id: 995, amount: 800, owner: Esso	
[4/15/23 03:59PM] Player picked up item: Coin, id: 995, amount: 2483805, owner: Esso	
[4/15/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Esso	
[4/15/23 04:13PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Esso	
[4/15/23 04:16PM] Player picked up item: Coin, id: 995, amount: 2700, owner: Esso	
[4/15/23 04:16PM] Player picked up item: Coin, id: 995, amount: 900, owner: Esso	
[4/15/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Esso	
[4/15/23 04:31PM] Player picked up item: Coin, id: 995, amount: 1488014, owner: Esso	
[4/15/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Esso	
[4/15/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Esso	
[4/15/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Esso	
[4/15/23 04:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Esso	
[4/15/23 04:37PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Esso	
[4/15/23 04:37PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Esso	
[4/15/23 04:37PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Esso	
[4/15/23 04:37PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Esso	
[4/15/23 04:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Esso	
[4/15/23 04:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Esso	
[4/15/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Esso	
[4/15/23 05:03PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Esso	
[4/16/23 03:25AM] Player picked up item: Coin, id: 995, amount: 2263144, owner: Esso	
[4/16/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Esso	
[4/16/23 03:26AM] Player picked up item: Coin, id: 995, amount: 3732948, owner: Esso	
[4/16/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Esso	
[4/16/23 03:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Esso	
[4/16/23 03:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Esso	
[4/16/23 04:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Esso	
[4/16/23 04:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Esso	
[4/16/23 04:45AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Esso	
[4/16/23 04:45AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Esso	
[4/16/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Esso	
