[4/20/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/20/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/20/23 10:20AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/20/23 10:20AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/20/23 10:22AM] Player picked up item: Coin, id: 995, amount: 1769304, owner: V1	
[4/20/23 10:22AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/20/23 10:23AM] Player picked up item: Coin, id: 995, amount: 2896664, owner: V1	
[4/20/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/20/23 10:25AM] Player picked up item: Coin, id: 995, amount: 2454395, owner: V1	
[4/20/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/20/23 10:27AM] Player picked up item: Coin, id: 995, amount: 6534961, owner: V1	
[4/20/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: V1	
[4/20/23 10:27AM] Player picked up item: Coin, id: 995, amount: 1879201, owner: V1	
[4/20/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/20/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: V1	
[4/20/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: V1	
[4/20/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: V1	
[4/20/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: V1	
[4/20/23 10:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: V1	
[4/20/23 10:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: V1	
[4/20/23 10:36AM] Player picked up item: Coin, id: 995, amount: 2273195, owner: V1	
[4/20/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/20/23 10:38AM] Player picked up item: Coin, id: 995, amount: 1788294, owner: V1	
[4/20/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/20/23 10:40AM] Player picked up item: Coin, id: 995, amount: 2979641, owner: V1	
[4/20/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/20/23 10:42AM] Player picked up item: Coin, id: 995, amount: 3696344, owner: V1	
[4/20/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/20/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: V1	
[4/20/23 10:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: V1	
[4/20/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: V1	
[4/20/23 10:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: V1	
[4/20/23 10:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/20/23 10:49AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/20/23 10:51AM] Player picked up item: Coin, id: 995, amount: 1751370, owner: V1	
[4/20/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/20/23 10:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/20/23 10:55AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/20/23 11:21AM] Player picked up item: Coin, id: 995, amount: 2344658, owner: V1	
[4/20/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/20/23 11:22AM] Player picked up item: Coin, id: 995, amount: 2483466, owner: V1	
[4/20/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/20/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: V1	
[4/20/23 11:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: V1	
[4/20/23 11:34PM] Player picked up item: Coin, id: 995, amount: 1284208, owner: V1	
[4/20/23 11:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/20/23 11:35PM] Player picked up item: Coin, id: 995, amount: 3698932, owner: V1	
[4/20/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/20/23 11:37PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: V1	
[4/20/23 11:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: V1	
[4/21/23 12:04AM] Player picked up item: Coin, id: 995, amount: 1491655, owner: V1	
[4/21/23 12:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 12:34AM] Player picked up item: Coin, id: 995, amount: 1141058, owner: V1	
[4/21/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 12:36AM] Player picked up item: Coin, id: 995, amount: 2144956, owner: V1	
[4/21/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/21/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: V1	
[4/21/23 12:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: V1	
[4/21/23 01:35AM] Player picked up item: Coin, id: 995, amount: 1025208, owner: V1	
[4/21/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 01:38AM] Player picked up item: Coin, id: 995, amount: 4351342, owner: V1	
[4/21/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/21/23 02:29AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 02:29AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/21/23 03:05AM] Player picked up item: Coin, id: 995, amount: 1091665, owner: V1	
[4/21/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 03:35AM] Player picked up item: Coin, id: 995, amount: 1948208, owner: V1	
[4/21/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 03:37AM] Player picked up item: Coin, id: 995, amount: 3119542, owner: V1	
[4/21/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/21/23 04:05AM] Player picked up item: Coin, id: 995, amount: 1041525, owner: V1	
[4/21/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 04:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 04:23AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/21/23 04:36AM] Player picked up item: Coin, id: 995, amount: 1331467, owner: V1	
[4/21/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 04:38AM] Player picked up item: Coin, id: 995, amount: 2292163, owner: V1	
[4/21/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/21/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: V1	
[4/21/23 04:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: V1	
[4/21/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: V1	
[4/21/23 05:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: V1	
[4/21/23 06:34AM] Player picked up item: Coin, id: 995, amount: 1402565, owner: V1	
[4/21/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 06:35AM] Player picked up item: Coin, id: 995, amount: 2133974, owner: V1	
[4/21/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/21/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: V1	
[4/21/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: V1	
[4/21/23 06:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 06:39AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/21/23 07:34AM] Player picked up item: Coin, id: 995, amount: 2440298, owner: V1	
[4/21/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 07:35AM] Player picked up item: Coin, id: 995, amount: 4061200, owner: V1	
[4/21/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/21/23 07:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 07:59AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/21/23 08:04AM] Player picked up item: Coin, id: 995, amount: 1392985, owner: V1	
[4/21/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 08:29AM] Player picked up item: Coin, id: 995, amount: 2773457, owner: V1	
[4/21/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: V1	
[4/21/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: V1	
[4/21/23 08:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: V1	
[4/21/23 08:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: V1	
[4/21/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: V1	
[4/21/23 08:31AM] Player picked up item: Coin, id: 995, amount: 2201238, owner: V1	
[4/21/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/21/23 08:32AM] Player picked up item: Coin, id: 995, amount: 2909512, owner: V1	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: V1	
[4/21/23 08:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: V1	
[4/21/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 08:34AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/21/23 08:34AM] Player picked up item: Coin, id: 995, amount: 2068856, owner: V1	
[4/21/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 08:35AM] Player picked up item: Coin, id: 995, amount: 4219640, owner: V1	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: V1	
[4/21/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: V1	
[4/21/23 08:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 08:38AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/21/23 08:40AM] Player picked up item: Coin, id: 995, amount: 2006288, owner: V1	
[4/21/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 08:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 08:41AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: V1	
[4/21/23 08:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: V1	
[4/21/23 09:04AM] Player picked up item: Coin, id: 995, amount: 1825993, owner: V1	
